year,reefName,dhw
1992,U/N Reef (19-124),0.75
1992,White Tip Reef (19-220),0
1992,Bond Reef (19-221),0
1992,Abott Reef (19-222),0
1992,U/N Reef (19-223),0
1992,U/N Reef (19-224),0
1992,U/N Reef (19-225),0
1992,Kerwin Reef (19-226),0
1992,Centipede Reef (18-088),0
1992,Anzac Reefs (No 2) (18-089),0
1992,Anzac Reefs (No 3) (18-090),0
1992,Lynchs Reef (18-091),0
1992,Anzac Reefs (No 4) (18-092),0
1992,Anzac Reefs (No 5) (18-093),0
1992,Anzac Reefs (No 6) (18-094),0
1992,Hope Reef (19-046),0
1992,Charity Reef (19-047),0
1992,Old Reef (19-048),0
1992,Lynx Reef (19-049),0
1992,Leopard Reef (19-050),0
1992,U/N Reef (19-051),0
1992,U/N Reef (19-052),0
1992,U/N Reef (19-125),0.77
1992,U/N Reef (19-126),0.63
1992,Block Reef (19-127),0.62
1992,Line Reef (19-128),0.57
1992,U/N Reef (19-129),0.53
1992,U/N Reef (20-608),0
1992,U/N Reef (20-609),0.15
1992,U/N Reef (20-610),0.15
1992,U/N Reef (20-611),0.15
1992,U/N Reef (20-612),0.14
1992,U/N Reef (20-613),0.15
1992,U/N Reef (20-614),0.15
1992,U/N Reef (20-615),0.14
1992,U/N Reef (20-616),0.14
1992,U/N Reef (20-617),0.16
1992,U/N Reef (20-618),0.16
1992,U/N Reef (20-619),0.16
1992,Hull Reef (21-045),1.2
1992,Elamang Reef (21-046),0.3
1992,Still Reef (21-047),1.37
1992,Henderson Reef (21-048),1.37
1992,U/N Reef (20-342),0.38
1992,U/N Reef (20-343),0.54
1992,U/N Reef (20-344),0.84
1992,U/N Reef (20-345),1
1992,U/N Reef (20-346),0.88
1992,U/N Reef (20-347),0.89
1992,U/N Reef (20-348),0.89
1992,U/N Reef (20-349),1.33
1992,U/N Reef (20-350),0.52
1992,U/N Reef (20-444),0.76
1992,U/N Reef (20-445),0.89
1992,U/N Reef (20-446),0.89
1992,U/N Reef (20-447),0.89
1992,U/N Reef (20-448),0.89
1992,U/N Reef (20-449),0.89
1992,U/N Reef (20-450),0.88
1992,U/N Reef (20-451),0.14
1992,U/N Reef (20-620),0
1992,U/N Reef (20-621),0
1992,U/N Reef (20-622),0
1992,U/N Reef (20-623),0
1992,U/N Reef (20-624),0
1992,U/N Reef (20-625),0
1992,Keelan Reef (21-049),1.37
1992,Noel Reef (21-050),1.2
1992,Penn Reef (21-051),1.37
1992,Digby Reef (21-052),1.37
1992,Pompey Reef (No 1) (20-351a),1.68
1992,Pompey Reef (No 2) (20-351b),1.68
1992,Pompey Reef (No 3) (20-351c),1.68
1992,U/N Reef (20-352),1.27
1992,U/N Reef (20-353),0.9
1992,U/N Reef (20-452),0
1992,U/N Reef (20-453),0.17
1992,U/N Reef (20-454),0.16
1992,U/N Reef (20-455),0.16
1992,U/N Reef (20-456),0.18
1992,U/N Reef (20-457),0.14
1992,U/N Reef (20-458),0.18
1992,U/N Reef (20-459),0.17
1992,U/N Reef (20-460),0.19
1992,U/N Reef (20-626),0
1992,U/N Reef (20-628),0
1992,U/N Reef (20-629),0
1992,Sandpiper Reef (21-053),0.63
1992,Prince Reef (21-054),1.14
1992,Alarm Reef (21-055),0.77
1992,U/N Reef (21-056a),1.53
1992,U/N Reef (21-056b),1.68
1992,U/N Reef (20-354),0.9
1992,U/N Reef (20-355),0.2
1992,U/N Reef (20-356),0.2
1992,U/N Reef (20-357),0.21
1992,U/N Reef (20-358),0.21
1992,U/N Reef (20-359),0.21
1992,U/N Reef (20-360),0.21
1992,U/N Reef (20-361),0.36
1992,U/N Reef (20-362),0.21
1992,U/N Reef (20-363),0.21
1992,U/N Reef (20-461),0.16
1992,U/N Reef (20-462),0.16
1992,U/N Reef (20-463),0.18
1992,U/N Reef (20-464),0.17
1992,U/N Reef (20-465),0.17
1992,U/N Reef (20-466),0.16
1992,U/N Reef (20-467),0.17
1992,U/N Reef (20-468),0.15
1992,U/N Reef (20-469),0.19
1992,U/N Reef (20-470),0.19
1992,U/N Reef (20-471),0.19
1992,U/N Reef (20-630),0
1992,U/N Reef (20-631),0
1992,U/N Reef (20-636),0
1992,U/N Reef (20-637),0
1992,U/N Reef (21-056c),1.87
1992,U/N Reef (21-056d),1.7
1992,U/N Reef (21-057),1.65
1992,Vernon Rocks Reef (21-058),1.4
1992,U/N Reef (20-364),0.21
1992,U/N Reef (20-365),0.21
1992,U/N Reef (20-366),0.21
1992,U/N Reef (20-367),0.2
1992,U/N Reef (20-368),0.2
1992,Cockatoo Reef (No 1) (20-369a),0.37
1992,Cockatoo Reef (No 2) (20-369b),0.38
1992,Cockatoo Reef (No 3) (20-369c),0.37
1992,Cockatoo Reef (No 4) (20-369d),0.37
1992,U/N Reef (20-472),0.16
1992,U/N Reef (20-473),0.19
1992,U/N Reef (20-474),0.19
1992,U/N Reef (20-475),0.17
1992,U/N Reef (20-476),0.19
1992,U/N Reef (20-477),0.34
1992,U/N Reef (20-478),0.19
1992,U/N Reef (20-479),0.49
1992,U/N Reef (20-480),0.17
1992,U/N Reef (20-638),0
1992,U/N Reef (20-642),0
1992,U/N Reef (20-800),0.62
1992,(Big) Stevens Reef (20-295),1.52
1992,Liff Reef (20-296),0.98
1992,Creal Reef (20-297),0.88
1992,Rip Reef (20-370a),0.36
1992,U/N Reef (20-370b),0.68
1992,U/N Reef (20-371),0.36
1992,U/N Reef (20-372),0.35
1992,U/N Reef (20-373),0.35
1992,U/N Reef (20-374),0.35
1992,U/N Reef (20-375),0.52
1992,U/N Reef (20-481),0.17
1992,U/N Reef (20-482),0.19
1992,U/N Reef (20-483),0.19
1992,U/N Reef (20-484),0.17
1992,U/N Reef (20-485),0.19
1992,U/N Reef (20-486),0.18
1992,U/N Reef (20-487),0.19
1992,U/N Reef (20-488),0.19
1992,U/N Reef (20-489),0.19
1992,U/N Reef (20-490),0.19
1992,Martin Islet Reef (20-803),0
1992,Warland Reef (20-298),1.2
1992,U/N Reef (20-299a),1.13
1992,U/N Reef (20-299b),1.2
1992,U/N Reef (20-376),0.35
1992,Olympic Reef (20-377),0.34
1992,U/N Reef (20-378a),0.2
1992,U/N Reef (20-378b),0.2
1992,U/N Reef (20-491),0.17
1992,U/N Reef (20-492),0.19
1992,U/N Reef (20-493),0.17
1992,U/N Reef (20-494),0.99
1992,U/N Reef (20-495),0.34
1992,U/N Reef (20-496),0.99
1992,U/N Reef (20-497),0.36
1992,Southampton Reef (20-299c),1.02
1992,Briggs Reef (No 1) (20-299d),1.18
1992,Briggs Reef (No 2) (20-299e),1.18
1992,Briggs Reef (No 3) (20-299f),1.4
1992,Briggs Reef (No 4) (20-299g),1.4
1992,U/N Reef (20-299h),1.18
1992,U/N Reef (20-299j),1.18
1992,U/N Reef (20-379),0.64
1992,U/N Reef (20-380),1.04
1992,U/N Reef (20-381),0.18
1992,U/N Reef (20-382),0.18
1992,U/N Reef (20-383),0.2
1992,U/N Reef (20-384),0.2
1992,U/N Reef (20-385),0.18
1992,U/N Reef (20-498),0.19
1992,U/N Reef (20-499),0.17
1992,U/N Reef (20-500),0.36
1992,U/N Reef (20-501),0.18
1992,U/N Reef (20-502),0.36
1992,U/N Reef (20-503),0.18
1992,U/N Reef (20-504),0.18
1992,U/N Reef (20-505),0.37
1992,U/N Reef (20-506),0.37
1992,U/N Reef (20-826),0
1992,U/N Reef (20-827),0
1992,U/N Reef (20-830),0
1992,U/N Reef (20-300),1.02
1992,Cole Reefs (No2) (20-301a),1.25
1992,Cole Reefs (No3) (20-301b),1.19
1992,Cole Reefs (No1) (20-302),1.19
1992,U/N Reef (20-303),1.4
1992,U/N Reef (20-386),0.84
1992,U/N Reef (20-387),0.49
1992,U/N Reef (20-388a),0.17
1992,U/N Reef (20-388b),0.19
1992,U/N Reef (20-388c),0.18
1992,U/N Reef (20-389),0.15
1992,U/N Reef (20-390),0.18
1992,U/N Reef (20-507),0.19
1992,U/N Reef (20-508),0.37
1992,U/N Reef (20-509),0.37
1992,U/N Reef (20-510),0.37
1992,U/N Reef (20198),0.2
1992,U/N Reef (20-512),0.37
1992,U/N Reef (20-513),0.37
1992,U/N Reef (20-854),0
1992,Oom Shoal (21-002),0.79
1992,Slade (Oyster) Island Reef (21-004),0.61
1992,Downward Patches (No 1) (21-005a),0.3
1992,McIntyre Reef (20-304),1.47
1992,Goble Reefs (East) (20-305),1.56
1992,Goble Reefs (West) (20-306),1.79
1992,Chauvel Reefs (North) (20-307),1.99
1992,U/N Reef (20-391),0.15
1992,U/N Reef (20-392),0.7
1992,U/N Reef (20-393),0.76
1992,U/N Reef (20-394),0.66
1992,U/N Reef (20-395),0.15
1992,Newell Reef (20-396),0.15
1992,U/N Reef (20-514),0.38
1992,U/N Reef (20-515),0.37
1992,U/N Reef (20-516),0.37
1992,U/N Reef (20-517),0.37
1992,U/N Reef (20-518),0.37
1992,U/N Reef (20-519),0.37
1992,U/N Reef (20-520),0.87
1992,U/N Reef (20-521),0.2
1992,U/N Reef (20-522),0.2
1992,Downward Patches (No 2) (21-005b),0.3
1992,Downward Patches (No 3) (21-005c),0.3
1992,Downward Patches (No 4) (21-005d),0.15
1992,Downward Patches (No 5) (21-005e),0.3
1992,Downward Patches (No 6) (21-005f),0.15
1992,Downward Patches (No 7) (21-005g),0.3
1992,Dangerous Reef (21-006),0.15
1992,Flat Top Reef (21-007),0
1992,Chauvel Reefs (South) (20-308),1.84
1992,Tern Reef (20-309),0.51
1992,Bushy-Redbill Reef (20-310),0.66
1992,U/N Reef (20-397),0
1992,U/N Reef (20-398),0.32
1992,U/N Reef (20-399),0.32
1992,U/N Reef (20-400),0.15
1992,Deliverance Bank (20-401),0
1992,Sheriff Shoal (20-402),0.73
1992,U/N Reef (20-523),0.34
1992,U/N Reef (20-524),0.2
1992,U/N Reef (20-527),0.38
1992,U/N Reef (20-531),0.2
1992,U/N Reef (20-540),0.52
1992,U/N Reef (20-543),0.2
1992,U/N Reef (20-545),0.21
1992,U/N Reef (20-546),0.2
1992,U/N Reef (20-548),0.2
1992,U/N Reef (20-370d),0.68
1992,Round Top Reef (21-009),0.15
1992,Dudgeon Ledge (21-012),0
1992,Hay Reef (21-013),0
1992,Highwater Reef (21-014),0.44
1992,Victor Reef (21-015),0.6
1992,Coral Point Reef (21-016),0.59
1992,U/N Reef (21-018),0.15
1992,U/N Reef (20-311),0.34
1992,U/N Reef (20-312),0.36
1992,U/N Reef (20-313),0.36
1992,U/N Reef (20-314),0.35
1992,U/N Reef (20-315a),0.18
1992,U/N Reef (20-315b),0.18
1992,U/N Reef (20-315c),0.18
1992,U/N Reef (20-316),0.35
1992,U/N Reef (20-317),0.35
1992,U/N Reef (20-318),0.36
1992,Pigeon Reef (20-403),0
1992,U/N Reef (20-404),0
1992,Coppersmith Reef (20-407),0
1992,U/N Reef (20-370c),0.68
1992,U/N Reef (20-553),0.36
1992,U/N Reef (20-555),0.36
1992,U/N Reef (20-556),0.21
1992,U/N Reef (20-557),0.19
1992,U/N Reef (20-558),1.36
1992,U/N Reef (20-559),1.34
1992,U/N Reef (20-560),0.34
1992,U/N Reef (20-561),0.2
1992,U/N Reef (20-562),0.19
1992,U/N Reef (20-563),0.19
1992,Freshwater Point Reef (21-019),0.15
1992,Cullen Reef (21-020),0.61
1992,Irving Island Reef (21-021),0.59
1992,Phillips Reef (21-022),0.59
1992,Taffy Reef (21-023),0.15
1992,Glendower Point Reef (21-024),0.15
1992,Penrith Reef (21-025),0.33
1992,U/N Reef (20-319),0.36
1992,U/N Reef (20-320),0.36
1992,U/N Reef (20-321),0.21
1992,U/N Reef (20-322),0.35
1992,U/N Reef (20-323),0.37
1992,U/N Reef (20-324),0.36
1992,Plum Pudding Reef (20-409),0
1992,U/N Reef (20-410),0
1992,U/N Reef (20-411),0
1992,U/N Reef (20-412),0
1992,U/N Reef (20-564),0.19
1992,U/N Reef (20-565),0.19
1992,U/N Reef (20-566),0.17
1992,U/N Reef (20-567),0.17
1992,U/N Reef (20-568),0.17
1992,U/N Reef (20-569),0.17
1992,U/N Reef (20-570),0.17
1992,Bailey Reef (21-026),0.49
1992,Snare Peak Reef (21-027),0.78
1992,Overfall Reef (21-029),1.26
1992,U/N Reef (20-325),0.49
1992,Molar Reef (20-326),0.37
1992,U/N Reef (20-327),0.37
1992,U/N Reef (20-328a),0.37
1992,U/N Reef (20-328b),0.37
1992,U/N Reef (20-413),0
1992,U/N Reef (20-414),0
1992,U/N Reef (20-415),0
1992,U/N Reef (20-416),0.15
1992,U/N Reef (20-417),0.15
1992,U/N Reef (20-418),0.15
1992,U/N Reef (20-419),0.16
1992,U/N Reef (20-420),0.17
1992,U/N Reef (20-421),0.17
1992,U/N Reef (20-422),0.19
1992,U/N Reef (20-571),0.16
1992,U/N Reef (20-572),0.16
1992,U/N Reef (20-573),0.15
1992,U/N Reef (20-574),0.15
1992,U/N Reef (20-575),0.15
1992,U/N Reef (20-576),0.15
1992,U/N Reef (20-577),0.15
1992,U/N Reef (20-578),0.15
1992,U/N Reef (20-579),0.18
1992,U/N Reef (20-580),1.67
1992,U/N Reef (20-581),1.47
1992,Prudhoe Island Reef (21-031),0.97
1992,Prudhoe Shoal (21-032),0.97
1992,Reid Reef (21-033),0.93
1992,Double Island Reef (21-034),0.94
1992,U/N Reef (20-328c),0.37
1992,U/N Reef (20-328d),0.37
1992,U/N Reef (20-328e),0.37
1992,U/N Reef (20-328f),0.37
1992,U/N Reef (20-329),0.21
1992,U/N Reef (20-330),0.21
1992,U/N Reef (20-331),0.21
1992,U/N Reef (20-332),0.67
1992,U/N Reef (20-333),0.49
1992,U/N Reef (20-334),0.36
1992,U/N Reef (20-423),0.2
1992,U/N Reef (20-424),0.36
1992,U/N Reef (20-425),0.37
1992,U/N Reef (20-426),0.37
1992,U/N Reef (20-427),0.36
1992,U/N Reef (20-428),0.67
1992,U/N Reef (20-429),0.67
1992,U/N Reef (20-430),0.7
1992,U/N Reef (20-431),0.71
1992,U/N Reef (20-432),0.71
1992,U/N Reef (20-582),0
1992,U/N Reef (20-583),0.29
1992,U/N Reef (20-585),0
1992,U/N Reef (20-586),0.29
1992,U/N Reef (20-587),0
1992,U/N Reef (20-588),0.67
1992,U/N Reef (20-589),0
1992,U/N Reef (20-590),0
1992,U/N Reef (20-591),0
1992,U/N Reef (20-592),0
1992,U/N Reef (20-593),0
1992,U/N Reef (20-594),0
1992,U/N Reef (20-595),0
1992,Lloyd Shoal (21-035),0.94
1992,Viscount Shoals (No 1) (21-036a),0.6
1992,Viscount Shoals (No 2) (21-036b),0.45
1992,Viscount Shoals (No 3) (21-036c),0.29
1992,Renou Reef (21-037),0.91
1992,U/N Reef (20-335),0.38
1992,U/N Reef (20-336),0.52
1992,U/N Reef (20-337),0.53
1992,U/N Reef (20-338),0.36
1992,U/N Reef (20-433),0.7
1992,U/N Reef (20-434),0.7
1992,U/N Reef (20-435),0.32
1992,U/N Reef (20-436),0.66
1992,U/N Reef (20-437),0.66
1992,U/N Reef (20-438),0.64
1992,U/N Reef (20-439),0.64
1992,U/N Reef (20-440),0.17
1992,U/N Reef (20-441),0.17
1992,U/N Reef (20-442),0.64
1992,U/N Reef (20-443),0.76
1992,U/N Reef (20-596),0
1992,U/N Reef (20-597),0
1992,U/N Reef (20-598),0
1992,U/N Reef (20-599),0
1992,U/N Reef (20-600),0
1992,U/N Reef (20-601),0
1992,U/N Reef (20-602),0
1992,U/N Reef (20-603),0
1992,U/N Reef (20-604),0
1992,U/N Reef (20-605),0
1992,U/N Reef (20-607),0
1992,Knight Reef (21-039),0.47
1992,Minster Reef (21-040),0.91
1992,Festing Shoal (21-041),0.3
1992,Beaver Shoal (21-043),0.46
1992,Beverlac Reef (21-044),1.2
1992,U/N Reef (20-339a),0.53
1992,U/N Reef (20-339b),0.38
1992,U/N Reef (20-340),0.99
1992,U/N Reef (20-341),0.82
1992,Thomas Reef (No 1) (20-234a),0
1992,Thomas Reef (No 2) (20-234b),0
1992,Thomas Reef (No 3) (20-234c),0
1992,St Bees Island Reef (No 2) (20-279b),0
1992,St Bees Island Reef (No 3) (20-279c),0
1992,Aspatria Reef (20-280),0
1992,Wheatley Shoal (20-282),0.46
1992,Flimby Shoal (20-283),0
1992,Hesket Reef (20-284),0
1992,Shaw Island Reef (No 5) (20-102i),0
1992,Shaw Island Reef (No 6) (20-102e),0
1992,Shaw Island Reef (No 7) (20-102f),0
1992,U/N Reef (20-184),0.17
1992,U/N Reef (20-185a),0.17
1992,U/N Reef (20-185b),0.17
1992,Thomas Reef (No 4) (20-234d),0
1992,Thomas Reef (No 5) (20-234e),0
1992,Thomas Reef (No 6) (20-234f),0
1992,Thomas Reef (No 7) (20-234g),0
1992,Green Reef (20-285),0.81
1992,Parker Reef (20-286),0.58
1992,Credlin Reefs (East) (20-287),0.91
1992,Credlin Reefs (West) (20-288),0.6
1992,Shaw Island Reef (No 8) (20-102g),0
1992,Shaw Island Reef (No 9) (20-102h),0
1992,Shaw Island Reef (No 10) (20-102k),0
1992,Shaw Island Reef (No 11) (20-102j),0
1992,Shaw Island Reef (No 12) (20-102l),0
1992,U/N Reef (20-103),0.14
1992,U/N Reef (20-185c),0.18
1992,U/N Reef (20-186),0.18
1992,Muirhead Reef (20-187),0.18
1992,U/N Reef (20-188),0.18
1992,U/N Reef (20-189),0.18
1992,Thomas Reef (No 8) (20-234h),0
1992,Fairlight Reef (20-235),0
1992,St Helen Reef (20-236),0
1992,Goldsmith Island Reef (No 1) (20-237a),0
1992,Goldsmith Island Reef (No 2) (20-237b),0
1992,Calder Reef (20-289),0.33
1992,Scawfell Reef (No 1) (20-290a),0.33
1992,Scawfell Reef (No 2) (20-290b),0.31
1992,Three Rocks Reef (20-291),0.54
1992,Square Reef (20-105),0.15
1992,Peta Patches (No 1) (20-106a),0
1992,Peta Patches (No 2) (20-106b),0
1992,Peta Patches (No 3) (20-106c),0
1992,Peta Patches (No 4) (20-106d),0
1992,U/N Reef (20-107),0
1992,U/N Reef (20-108),0.14
1992,U/N Reef (20-109),0
1992,U/N Reef (20-190),0.19
1992,U/N Reef (20-191),0.19
1992,U/N Reef (20-192),0.17
1992,U/N Reef (20-193),0.17
1992,U/N Reef (20-194a),0.18
1992,U/N Reef (20-194b),0.19
1992,Goldsmith Island Reef (No 3) (20-237c),0
1992,Goldsmith Island Reef (No 4) (20-237d),0
1992,Goldsmith Island Reef (No 5) (20-237e),0
1992,Goldsmith Island Reef (No 6) (20-237f),0
1992,U/N Reef (20-237g),0
1992,Derwent Reef (20-292),0.38
1992,Skull Rock Reef (20-293),0.38
1992,(Little) Stevens Reef (20-294),1.36
1992,U/N Reef (20-110),0.14
1992,Edgell Reefs (No 2) (20-111),0.14
1992,Edgell Reefs (No 5) (20-112),0.14
1992,Ben Reef (20-113),0
1992,U/N Reef (20-114),0
1992,U/N Reef (20-194c),0.19
1992,U/N Reef (20-195),0.2
1992,U/N Reef (20-196),0.2
1992,U/N Reef (20-197),0.19
1992,U/N Reef (20-511),0.21
1992,Silversmith Reef (20-238),0
1992,Pincer Reef (20-239),0
1992,Teague Reef (20-082),0
1992,Surprise Rock Reef (20-083),0
1992,Little Bugatti (Wheatley) Reef (20-115),0
1992,Edgell Reefs (No 1) (20-116),0.14
1992,Edgell Reefs (No 3) (20-117),0.29
1992,U/N Reef (20-118),0
1992,U/N Reef (20-119),0
1992,Wup Reef (20-120),0.51
1992,U/N Reef (20-121),0
1992,U/N Reef (20-122),0
1992,U/N Reef (20-199),0.34
1992,U/N Reef (20-200),0.19
1992,U/N Reef (20-201),0.19
1992,U/N Reef (20-202),0.34
1992,Defiance (Dalys) Island Reef (20-203),0
1992,Defiance Reefs (North) (20-204a),0
1992,Anchorsmith Reef (20-241),0
1992,Blackcombe Reef (20-242),0
1992,Anvil Reef (20-243),0
1992,Carondelet Reef (20-244),0
1992,Pentecost Reef (20-085),0
1992,U/N Reef (20-123),0
1992,U/N Reef (20-124),0
1992,U/N Reef (20-125),0
1992,U/N Reef (20-126),0
1992,Bugatti Reef (20-127),0
1992,Callum Shoal (20-1271),0.33
1992,Defiance Reefs (South) (20-204b),0
1992,U/N Reef (20-205),0
1992,Ripple Rocks Reef (20-206),0
1992,Blacksmith Reef (20-245),0
1992,Hammer Reef (20-246),0
1992,Cole Island Reef (20-086),0
1992,Edgell Reefs (No 4) (20-128),0.32
1992,Henderson Reefs (20-129),0.53
1992,U/N Reef (20-130),0
1992,U/N Reef (20-131),0
1992,Cape Rock Reef (20-207),0
1992,North Repulse Reef (20-208),0
1992,Ladysmith Reef (20-247),0
1992,Locksmith Reef (20-248),0
1992,Geranium Shoal (20-249),0
1992,Bellows Reef (20-250),0
1992,Forge Reef (20-251),0
1992,Farrier Reef (20-252),0
1992,Anne Island Reef (20-087),0
1992,Jester Reef (20-088),0
1992,U/N Reef (20-132),0
1992,East Repulse Reef (20-209),0
1992,South Repulse Reef (20-210),0
1992,U/N Reef (20-211),0
1992,U/N Reef (20-212),0
1992,Gould Island Reef (20-213),0
1992,Linne Island Reef (No 1) (20-253a),0
1992,Linne Island Reef (No 2) (20-253b),0
1992,Linne Island Reef (No 3) (20-253c),0
1992,Linne Island Reef (No 4) (20-253d),0
1992,Deloraine Reef (20-089),0
1992,Hunt Reef (20-134),0.7
1992,Robertson Reefs (No 1) (20-135),0.83
1992,Robertson Reefs (No 2) (20-136),0.8
1992,Midge Reef (20-214),0
1992,U/N Reef (20-215),0
1992,U/N Reef (20-216),0
1992,U/N Reef (20-217),0
1992,U/N Reef (20-218),0
1992,Cave Reef (20-219a),0
1992,Tinsmith Reef (20-254),0
1992,Solder Reef (20-255),0
1992,U/N Reef (20-257a),0.14
1992,Lindeman Island Reef (No 1) (20-090a),0
1992,Lindeman Island Reef (No 2) (20-090b),0
1992,Lindeman Island Reef (No 3) (20-090c),0
1992,Lindeman Island Reef (No 4) (20-090d),0
1992,Robertson Reefs (No 3) (20-137),0.8
1992,Bax Reef (20-138),0.98
1992,Robertson Reefs (No 4) (20-139),1.1
1992,Nixon Reef (20-140),1.03
1992,U/N Reef (20-141),0.89
1992,Pigeon Reef (20-219b),0
1992,High Islands Reef (North) (20-220),0
1992,Ingot Island Reef (20-257b),0.14
1992,Specie Shoal (20-258),0
1992,Io Reef (20-259),0
1992,Bullion Rocks Reef (20-260),0.14
1992,Coffin Reef (20-261),0
1992,Lindeman Island Reef (No 5) (20-090e),0
1992,Baynham Reef (20-091),0
1992,Sidney Reef (20-092),0
1992,U/N Reef (20-142),0.89
1992,U/N Reef (20-143),0.89
1992,Cannan Reef (20-144),0.93
1992,Packer Reefs (20-145),0.96
1992,Boulton Reef (20-146),0.96
1992,U/N Reef (20-147),0
1992,High Islands Reef (South) (20-221),0
1992,Carpet Snake Reef (20-222),0
1992,Low Rock Reef (20-223),0
1992,Croaker Reef (20-224),0
1992,Wigton Island Reef (No 1) (20-262a),0
1992,Wigton Island Reef (No 2) (20-262b),0
1992,Silloth Reef (20-263),0
1992,Allonby Reef (20-264),0.15
1992,Comston Reef (20-093),0
1992,U/N Reef (20-148),0
1992,U/N Reef (20-149),0
1992,U/N Reef (20-150),0
1992,U/N Reef (20-151),0
1992,U/N Reef (20-152),0.14
1992,U/N Reef (20-153),0
1992,U/N Reef (20-154),0
1992,U/N Reef (20-155),0
1992,U/N Reef (20-156),0.15
1992,U/N Reef (20-157),0.16
1992,U/N Reef (20-158),0
1992,U/N Reef (20-159),0.17
1992,U/N Reef (20-160),0.16
1992,Rabbit Reef (20-225),0
1992,Fish Reef (20-226),0
1992,Maryport Reef (20-266),0
1992,Edgell Rock Reef (20-267),0
1992,Baxendell Shoal (20-268),0
1992,Cockermouth Reef (20-269),0
1992,Seaforth Reef (20-095),0
1992,Mansell Reef (20-096),0
1992,U/N Reef (20-161),0
1992,U/N Reef (20-162),0.15
1992,U/N Reef (20-163),0.14
1992,U/N Reef (20-164),0.15
1992,U/N Reef (20-165),0.17
1992,U/N Reef (20-166),0
1992,Mausoleum Reef (20-227),0
1992,Newry Reef (20-228),0
1992,Carlisle Reef (20-270a),0.3
1992,Brush Island Reef (20-098),0
1992,Little Lindeman Reef (20-099),0
1992,U/N Reef (20-167),0.15
1992,U/N Reef (20-168),0.16
1992,U/N Reef (20-170),0.17
1992,U/N Reef (20-171),0.17
1992,Red Cliff Islands Reef (20-229),0.15
1992,U/N Reef (20-230),0.15
1992,Brampton Reef (20-270b),0.3
1992,Bolton Shoal (20-272),0.3
1992,Fantome Rocks (20-273),0.65
1992,U/N Reef (20-274),0.46
1992,Wedge Island Reef (20-275),0.63
1992,Hyde Rock Reef (20-276),0.46
1992,Triangle Island Reef (20-100),0
1992,Yellow Rock Reef (20-101),0
1992,Shaw Island Reef (No 1) (20-102a),0
1992,U/N Reef (20-172),0.15
1992,U/N Reef (20-173),0.17
1992,U/N Reef (20-174),0.16
1992,U/N Reef (20-175),0.17
1992,U/N Reef (20-176),0.17
1992,U/N Reef (20-177),0.17
1992,U/N Reef (20-178),0.17
1992,Volskow Reef (20-231),0
1992,Keyser Reef (20-232),0
1992,Keswick Island Reef (No 1) (20-277a),0.46
1992,Keswick Island Reef (No 2) (20-277b),0
1992,Keswick Island Reef (No 3) (20-277c),0
1992,St Bees Island Reef (No 1) (20-279a),0
1992,Shaw Island Reef (No 2) (20-102b),0
1992,Shaw Island Reef (No 3) (20-102c),0
1992,Shaw Island Reef (No 4) (20-102d),0
1992,U/N Reef (20-104),0.46
1992,U/N Reef (20-179),0.16
1992,U/N Reef (20-180),0.18
1992,U/N Reef (20-181),0.17
1992,U/N Reef (20-182),0.16
1992,U/N Reef (20-183),0.17
1992,Long Rock Reef (20-233),0
1992,U/N Reef (21-686),0
1992,U/N Reef (21-687),0
1992,U/N Reef (21-688),0
1992,U/N Reef (21-689),0.15
1992,U/N Reef (21-690),0
1992,U/N Reef (21-691),0
1992,U/N Reef (21-692),0
1992,U/N Reef (21-693),0.15
1992,U/N Reef (21-694),0.16
1992,U/N Reef (21-695),0.16
1992,U/N Reef (21-696),0
1992,McEwen Reef (22-015),0.62
1992,Pilot Reef (22-016),1.41
1992,Boyle Reef (22-017),0.96
1992,Tide Reef (22-018),0.59
1992,Long Island Reef (22-019),1.5
1992,U/N Reef (21-480),0.2
1992,U/N Reef (21-481),0
1992,U/N Reef (21-482),0.19
1992,U/N Reef (21-483),0.36
1992,U/N Reef (21-484),0.21
1992,U/N Reef (21-485),0.36
1992,U/N Reef (21-486),0.36
1992,Obstruction Reef (21-552),1.62
1992,U/N Reef (21-553),1.36
1992,U/N Reef (21-554),1.56
1992,U/N Reef (21-555),0.98
1992,Gannett Cay Reef (21-556),1.62
1992,U/N Reef (21-557),1.62
1992,U/N Reef (21-697),0.16
1992,U/N Reef (21-698),0.8
1992,U/N Reef (21-699),0.17
1992,U/N Reef (21-700),0.98
1992,U/N Reef (21-701),0.98
1992,U/N Reef (21-702),0.86
1992,U/N Reef (21-703),0.16
1992,U/N Reef (21-704),0.14
1992,U/N Reef (21-705),0.16
1992,U/N Reef (21-706),1.33
1992,U/N Reef (21-707),0.15
1992,U/N Reef (21-487),0.2
1992,U/N Reef (21-488),0
1992,U/N Reef (21-489),0.17
1992,Turrum Reef (21-490),0.37
1992,U/N Reef (21-491),0.54
1992,U/N Reef (21-558),0.52
1992,U/N Reef (21-559),0.53
1992,U/N Reef (21-560),0.7
1992,U/N Reef (21-561),1.02
1992,U/N Reef (21-708),0.17
1992,U/N Reef (21-709),1.33
1992,U/N Reef (21-710),0.15
1992,U/N Reef (21-711),0.17
1992,U/N Reef (21-712),0.15
1992,U/N Reef (21-713),0.15
1992,U/N Reef (21-714),1.33
1992,U/N Reef (21-715),1.16
1992,U/N Reef (21-716),0.66
1992,U/N Reef (21-717),0.66
