year,reefName,dhw
2010,Tynemouth Island Reef (No 1) (21-425a),0
2010,Tynemouth Island Reef (No 2) (21-425b),0
2010,U/N Reef (21-504),2.19
2010,Isobel Bennett Reef (21-505),1.33
2010,U/N Reef (21-506),1.49
2010,U/N Reef (21-580),1.6
2010,U/N Reef (21-581),2.05
2010,Beacon Reef (21-582),2.08
2010,U/N Reef (21-583),2.08
2010,Jenkins Reef (21-584),1.58
2010,U/N Reef (21-585),1.58
2010,U/N Reef (21-745),0.92
2010,U/N Reef (21-746),1.46
2010,U/N Reef (21-747),1.16
2010,U/N Reef (21-748),1.13
2010,U/N Reef (21-749),1.46
2010,U/N Reef (21-750),1.13
2010,U/N Reef (21-751),1.1
2010,U/N Reef (21-752),1.62
2010,High Peak Reef (21-428),0.79
2010,Morpeth Reef (21-430),0.34
2010,U/N Reef (21-507),0.99
2010,U/N Reef (21-508),1.16
2010,U/N Reef (21-509),1.16
2010,U/N Reef (21-510),1.16
2010,Frigate Reef (21-511),1
2010,Follett Reef (21-586),1.96
2010,U/N Reef (21-587),2.23
2010,Wade Reef (21-588),2.19
2010,Littles Reef (21-589),1.58
2010,U/N Reef (21-590),1.58
2010,U/N Reef (21-591),1.32
2010,Adroit Shoal (21-592),0.92
2010,U/N Reef (21-753),0.93
2010,U/N Reef (21-754),1.13
2010,U/N Reef (21-755),0.78
2010,U/N Reef (21-756),0.94
2010,U/N Reef (21-757),1.33
2010,U/N Reef (21-758),0.76
2010,U/N Reef (21-759),0.76
2010,U/N Reef (21-760),1.32
2010,Berwick Reef (21-431),0.79
2010,Heralds Reef Prong (21-432),2.15
2010,U/N Reef (21-433),2
2010,Heralds Prong No 3 (21-434),1.84
2010,U/N Reef (21-512),1.34
2010,U/N Reef (21-513),1.83
2010,Detour Reef (21-514),1.31
2010,Owens Shoal (21-593),0.47
2010,U/N Reef (21-594),1.93
2010,U/N Reef (21-595),1.93
2010,U/N Reef (21-596),1.93
2010,U/N Reef (21-597),1.93
2010,U/N Reef (21-598),1.93
2010,U/N Reef (21-599),1.71
2010,U/N Reef (21-600),1.53
2010,U/N Reef (21-601),1.78
2010,U/N Reef (21-761),1.33
2010,U/N Reef (21-762),1.61
2010,U/N Reef (21-763),1.16
2010,U/N Reef (21-764),0.97
2010,U/N Reef (21-768),1.29
2010,U/N Reef (21-769),0.99
2010,U/N Reef (21-770),1.29
2010,U/N Reef (21-771),0.77
2010,U/N Reef (21-772),0.77
2010,U/N Reef (21-773),1.29
2010,U/N Reef (21-774),1.29
2010,U/N Reef (21-775),0.93
2010,Bell Reef (21-435),1.83
2010,U/N Reef (21-436),2
2010,U/N Reef (21-437),2.51
2010,U/N Reef (21-438),2.19
2010,U/N Reef (21-439),2
2010,U/N Reef (21-515),2.03
2010,U/N Reef (21-516),1.86
2010,Small Reef (21-517),1.31
2010,Price Cay Reef (21-518),1
2010,U/N Reef (21-602),1.53
2010,U/N Reef (21-603),1.64
2010,U/N Reef (21-604),1.76
2010,U/N Reef (21-605),1.91
2010,U/N Reef (21-606),1.75
2010,U/N Reef (21-607),1.31
2010,U/N Reef (21-608),1.53
2010,U/N Reef (21-609),1.66
2010,U/N Reef (21-610),1.61
2010,U/N Reef (21-611),1.66
2010,U/N Reef (21-612),1.33
2010,U/N Reef (21-613),1.76
2010,U/N Reef (21-776),0.76
2010,U/N Reef (21-777),1.3
2010,U/N Reef (21-778),1.09
2010,U/N Reef (21-779),1.29
2010,U/N Reef (21-780),1.25
2010,U/N Reef (21-781),1.24
2010,U/N Reef (21-782),1.1
2010,U/N Reef (21-783),0.93
2010,U/N Reef (21-784),0.93
2010,U/N Reef (21-785),0.65
2010,U/N Reef (21-786),1.64
2010,U/N Reef (21-440),2.16
2010,U/N Reef (21-441),2.02
2010,U/N Reef (21-442),2.36
2010,U/N Reef (21-443),2.16
2010,U/N Reef (21-444),2
2010,U/N Reef (21-445),2.04
2010,U/N Reef (21-446),2.37
2010,U/N Reef (21-447),2.25
2010,Turtle Reef (21-519),1.32
2010,U/N Reef (21-520),1.3
2010,U/N Reef (21-521),1.3
2010,U/N Reef (21-522),1.32
2010,U/N Reef (21-523),1.98
2010,U/N Reef (21-614),1.76
2010,U/N Reef (21-615),1.76
2010,U/N Reef (21-616),1.47
2010,U/N Reef (21-617),1.76
2010,U/N Reef (21-618),2.28
2010,U/N Reef (21-619),1.32
2010,U/N Reef (21-620),1.61
2010,U/N Reef (21-621),2.25
2010,U/N Reef (21-622),2.06
2010,U/N Reef (21-623),2.4
2010,U/N Reef (21-787),1.62
2010,U/N Reef (21-788),1.78
2010,U/N Reef (21-789),1.57
2010,U/N Reef (21-791),1.52
2010,U/N Reef (21-792),1.63
2010,U/N Reef (21-793),1.61
2010,U/N Reef (21-794),1.78
2010,U/N Reef (21-795),1.78
2010,U/N Reef (21-796),1.9
2010,U/N Reef (21-797),1.8
2010,U/N Reef (21-798),1.78
2010,U/N Reef (21-799),1.78
2010,U/N Reef (21-448),2
2010,U/N Reef (21-449),2.15
2010,U/N Reef (21-450),2.28
2010,U/N Reef (21-451),2.03
2010,U/N Reef (21-452),2.28
2010,U/N Reef (21-453),2.13
2010,Houdini Reef (21-524),1.32
2010,U/N Reef (21-525),1.3
2010,U/N Reef (21-526),1.34
2010,U/N Reef (21-527),1.3
2010,U/N Reef (21-528),1.64
2010,U/N Reef (21-529),1.98
2010,U/N Reef (21-530),1.31
2010,U/N Reef (21-624),1.6
2010,U/N Reef (21-625),0.97
2010,U/N Reef (21-626),2.41
2010,U/N Reef (21-627),1.9
2010,U/N Reef (21-628),1.9
2010,U/N Reef (21-629),0.6
2010,U/N Reef (21-630),1.27
2010,U/N Reef (21-800),1.9
2010,U/N Reef (21-801),1.78
2010,U/N Reef (21-804),1.65
2010,U/N Reef (21-805),1.76
2010,U/N Reef (21-806),2.06
2010,U/N Reef (21-807),1.97
2010,U/N Reef (21-808),1.96
2010,U/N Reef (21-809),1.95
2010,U/N Reef (21-810),1.68
2010,U/N Reef (21-454),2.5
2010,U/N Reef (21-455),2.25
2010,U/N Reef (21-456),2.39
2010,U/N Reef (21-457),2.12
2010,U/N Reef (21-458),2.12
2010,Heralds Prong No 2 (21-459),2.09
2010,U/N Reef (21-531),1.31
2010,U/N Reef (21-532),1.33
2010,U/N Reef (21-533),1.63
2010,U/N Reef (21-534),2.28
2010,U/N Reef (21-535),2.09
2010,Mervs Reef (21-536),1.33
2010,U/N Reef (21-537),1.33
2010,U/N Reef (21-631),1.57
2010,U/N Reef (21-632),0.76
2010,U/N Reef (21-633),0.77
2010,U/N Reef (21-634),0.46
2010,U/N Reef (21-635),0.61
2010,U/N Reef (21-636),0.45
2010,U/N Reef (21-637),0.59
2010,U/N Reef (21-638),0.6
2010,U/N Reef (21-639),0.45
2010,U/N Reef (21-640),0.45
2010,U/N Reef (21-641),0.45
2010,U/N Reef (21-642),0.46
2010,U/N Reef (21-811),1.68
2010,U/N Reef (21-812),1.68
2010,U/N Reef (21-813),1.85
2010,U/N Reef (21-814),1.98
2010,U/N Reef (21-815),2.23
2010,U/N Reef (21-816),1.93
2010,U/N Reef (21-817),1.94
2010,U/N Reef (21-818),1.92
2010,U/N Reef (21-819),1.94
2010,U/N Reef (21-820),1.92
2010,U/N Reef (21-821),2
2010,U/N Reef (21-822),1.92
2010,U/N Reef (21-465),2.27
2010,U/N Reef (21-466),2.33
2010,U/N Reef (21-467),2.1
2010,Emperor Reef (21-538),1.31
2010,U/N Reef (21-539),1.63
2010,U/N Reef (21-540),1.45
2010,U/N Reef (21-541),1.45
2010,U/N Reef (21-542),1.45
2010,Long Reef (21-543),1.61
2010,U/N Reef (21-643),0.45
2010,U/N Reef (21-644),0.46
2010,U/N Reef (21-645),0.45
2010,U/N Reef (21-655),0.45
2010,U/N Reef (21-656),0.61
2010,U/N Reef (21-657),0.61
2010,U/N Reef (21-658),0.47
2010,U/N Reef (21-659),0.45
2010,U/N Reef (21-660),0.45
2010,U/N Reef (21-661),0.62
2010,U/N Reef (21-663),0.61
2010,U/N Reef (21-823),1.71
2010,U/N Reef (21-824),2.07
2010,U/N Reef (21-825),1.93
2010,U/N Reef (21-826),1.24
2010,U/N Reef (21-827),1.29
2010,U/N Reef (21-828),1.26
2010,U/N Reef (21-460),1.98
2010,U/N Reef (21-461),2.2
2010,U/N Reef (21-462),2.52
2010,U/N Reef (21-463),2.66
2010,U/N Reef (21-464),1.97
2010,U/N Reef (21-544),2.09
2010,Moon Reef (21-545),1.45
2010,U/N Reef (21-546),1.45
2010,U/N Reef (21-547),1.64
2010,U/N Reef (21-664),0.61
2010,U/N Reef (21-665),2
2010,U/N Reef (21-666),2.01
2010,U/N Reef (21-667),2.14
2010,U/N Reef (21-668),2.17
2010,U/N Reef (21-669),2.17
2010,U/N Reef (21-670),2.24
2010,U/N Reef (21-671),2.17
2010,U/N Reef (21-672),2.37
2010,U/N Reef (21-673),2.48
2010,U/N Reef (21-674),2.29
2010,Wild Duck Island Reef (No 1) (22-003a),0
2010,Wild Duck Island Reef (No 2) (22-003b),0
2010,Infelix Islets Reef (22-005),0
2010,U/N Reef (21-468),0.93
2010,U/N Reef (21-469),0.94
2010,U/N Reef (21-470),0.93
2010,U/N Reef (21-471),2.44
2010,U/N Reef (21-472),0.93
2010,U/N Reef (21-473),0.93
2010,U/N Reef (21-474),0.93
2010,Poulson Reef (21-548),1.45
2010,Pike Reef (21-549),1.45
2010,U/N Reef (21-550),1.46
2010,U/N Reef (21-551),1.91
2010,U/N Reef (21-675),2.66
2010,U/N Reef (21-676),2.27
2010,U/N Reef (21-677),2.37
2010,U/N Reef (21-678),2.27
2010,U/N Reef (21-679),1.93
2010,U/N Reef (21-680),2.36
2010,U/N Reef (21-681),2.36
2010,U/N Reef (21-682),2.36
2010,U/N Reef (21-683),2.36
2010,U/N Reef (21-684),2.36
2010,U/N Reef (21-685),2.36
2010,North Point Cays Reef (22-007),0
2010,Brooks Shoal (22-008),0
2010,Barren Island Reef (22-009),0
2010,Roundish Reef (22-010),0
2010,South Barren Reef (22-012),0
2010,Obstruction Shoals (22-013),0
2010,U/N Reef (22-014),0
2010,U/N Reef (21-475),1.27
2010,U/N Reef (21-476),1.63
2010,U/N Reef (21-477),0.94
2010,U/N Reef (21-478),1.28
2010,U/N Reef (21-479),1.09
2010,U/N Reef (21-294),0.47
2010,U/N Reef (21-295),0.47
2010,U/N Reef (21-296),0.47
2010,U/N Reef (21-297a),0.61
2010,U/N Reef (21-297b),0.46
2010,Whites Bay Reef (21-396),0.48
2010,West Spur Reef (21-398),0.48
2010,East Spur Reef (21-399),0.48
2010,Howard Islet Reef (21-401),0.49
2010,Hixson Islet Reef (21-402),0.32
2010,U/N Reef (21-124),1.68
2010,U/N Reef (21-125),1.99
2010,U/N Reef (21-126),2.03
2010,U/N Reef (21-127a),1.68
2010,U/N Reef (21-127b),1.68
2010,U/N Reef (21-208),0.6
2010,U/N Reef (21-209),0.46
2010,U/N Reef (21-210),0.46
2010,U/N Reef (21-211),0.46
2010,U/N Reef (21-212),0.61
2010,U/N Reef (21-213),0.61
2010,U/N Reef (21-297c),0.61
2010,U/N Reef (21-297d),0.61
2010,U/N Reef (21-298),0.61
2010,U/N Reef (21-299),0.61
2010,U/N Reef (21-300a),0.61
2010,U/N Reef (21-300b),0.61
2010,U/N Reef (21-301),0.63
2010,U/N Reef (21-302),0.64
2010,South Island Reef (No 1) (21-403a),0.49
2010,South Island Reef (No 2) (21-403b),0.49
2010,South East Islets Reef (21-406),0.81
2010,Storm Reef (21-128),2
2010,U/N Reef (21-129),1.77
2010,Zodiac Reef (21-214),1.12
2010,U/N Reef (21-215),0.46
2010,U/N Reef (21-216),0.46
2010,U/N Reef (21-217),0.45
2010,U/N Reef (21-218),0.45
2010,U/N Reef (21-219),0.61
2010,U/N Reef (21-220),0.79
2010,U/N Reef (21-303),0.78
2010,U/N Reef (21-304),0.78
2010,East Cay Reef (21-305),0.93
2010,U/N Reef (21-306),0.78
2010,U/N Reef (21-307),0.35
2010,Bamborough Island Reef (No 1) (21-414a),0
2010,Bamborough Island Reef (No 2) (21-414b),0
2010,Jeffreys Rocks Reef (21-415),0
2010,U/N Reef (21-130),2.05
2010,Nancy Foster Reef (21-131),2.03
2010,U/N Reef (21-132),2.21
2010,U/N Reef (21-133),2.2
2010,U/N Reef (21-134),2.2
2010,U/N Reef (21-221),0.45
2010,U/N Reef (21-222),0.45
2010,U/N Reef (21-223),0.77
2010,U/N Reef (21-224),0.45
2010,U/N Reef (21-225),1.25
2010,U/N Reef (21-226),0.45
2010,U/N Reef (21-227),0.45
2010,Temple Island Reef (21-308),0.35
2010,U/N Reef (21-309),0.35
2010,U/N Reef (21-310),NaN
2010,U/N Reef (21-312),0.33
2010,U/N Reef (21-313),0.3
2010,U/N Reef (21-314),0.3
2010,U/N Reef (21-315),0
2010,West Hill Reef (21-316),0
2010,Coquet Reef (21-417),0
2010,Hunter Island Reef (No 1) (21-418a),0
2010,Hunter Island Reef (No 2) (21-418b),0
2010,U/N Reef (21-135),2.01
2010,U/N Reef (21-136),2.02
2010,U/N Reef (21-137),2.02
2010,U/N Reef (21-138),2.02
2010,U/N Reef (21-139),2.02
2010,U/N Reef (21-228),0.46
2010,U/N Reef (21-229),0.45
2010,U/N Reef (21-230),0.45
2010,U/N Reef (21-231),0.45
2010,U/N Reef (21-232),0.45
2010,U/N Reef (21-233),0.45
2010,U/N Reef (21-234),0.47
2010,Lavers Reef (21-235),1.6
2010,Ferdinand Shoal (21-317),0
2010,Waratah Island Reef (21-318),0
2010,Waratah Shoal (21-319),0
2010,Tupper Shoal (21-320),0
2010,Yaralla Shoal (21-322),0.15
2010,Harry Shoal (North) (21-324a),0
2010,Harry Shoal (South) (21-324b),0
2010,Hotspur Islets Reef (21-059),0.84
2010,U/N Reef (21-060),1.37
2010,U/N Reef (21-061),1.8
2010,U/N Reef (21-140),2.16
2010,U/N Reef (21-141),1.96
2010,U/N Reef (21-142),1.92
2010,U/N Reef (21-143),1.92
2010,U/N Reef (21-144),2.05
2010,U/N Reef (21-236),0.45
2010,U/N Reef (21-237),0.45
2010,U/N Reef (21-238),0.45
2010,Hirst Reef (21-325),0
2010,Kilgour Shoal (21-326),0
2010,Wallace Reef (21-327),0
2010,Tinonee Bank (21-328),0
2010,Planter Shoal (21-329),0
2010,Bluff Island Reef (21-331),0
2010,U/N Reef (21-062),1.76
2010,U/N Reef (21-063),1.61
2010,U/N Reef (21-064),1.77
2010,U/N Reef (21-065),1.77
2010,U/N Reef (21-066),1.77
2010,U/N Reef (21-067),1.78
2010,U/N Reef (21-145a),1.91
2010,U/N Reef (21-145b),2.05
2010,U/N Reef (21-145c),1.92
2010,U/N Reef (21-146),1.91
2010,U/N Reef (21-147),1.61
2010,U/N Reef (21-239),0.61
2010,U/N Reef (21-240),0.45
2010,Centenery Reef (21-241),0.45
2010,U/N Reef (21-242a),0.92
2010,U/N Reef (21-242b),0.92
2010,Treble Reef (21-333),0
2010,Curlew Reef (21-334),0
2010,U/N Reef (21-336),0
2010,Pearl Shoal (21-337),0
2010,Slattery Shoal (21-338),0
2010,U/N Reef (21-068),1.77
2010,U/N Reef (21-069),1.78
2010,U/N Reef (21-070),1.79
2010,U/N Reef (21-071),1.79
2010,Patricia Mather Reef (21-148),1.61
2010,U/N Reef (21-149),1.76
2010,U/N Reef (21-150),1.61
2010,U/N Reef (21-151),1.76
2010,U/N Reef (21-242c),0.91
2010,U/N Reef (21-243),1.74
2010,U/N Reef (21-244),1.89
2010,U/N Reef (21-245),0.45
2010,U/N Reef (21-246),0.45
2010,U/N Reef (21-247),1.24
2010,Dinner Reef (21-339),0
2010,Temple Shoal (21-340),0.33
2010,Edwards Shoal (21-341),0
2010,Blackbird Shoal (21-342),0
2010,Ridge Reef (21-345),0.15
2010,Paxton Shoal (21-346),0
2010,Torch Shoal (21-347),0.32
2010,U/N Reef (21-072),1.38
2010,U/N Reef (21-073),1.77
2010,U/N Reef (21-074),1.49
2010,U/N Reef (21-075),1.79
2010,U/N Reef (21-152),1.76
2010,U/N Reef (21-153),2.05
2010,U/N Reef (21-154),2.06
2010,U/N Reef (21-155),1.74
2010,U/N Reef (21-156),1.61
2010,U/N Reef (21-157),1.76
2010,U/N Reef (21-158),1.75
2010,U/N Reef (21-248),0.92
2010,U/N Reef (21-249),0.6
2010,U/N Reef (21-250a),0.45
2010,U/N Reef (21-250b),0.59
2010,U/N Reef (21-251),0.59
2010,U/N Reef (21-252),0.92
2010,Connor Islet Reef (21-348),0
2010,Smythe Shoals (21-349a),0
2010,Emily Patches (21-349b),0
2010,Shag Reef (21-350),0.15
2010,Stony Shoal (21-351),0
2010,Williams Shoal (21-352),0
2010,U/N Reef (21-076),1.62
2010,U/N Reef (21-077),1.79
2010,U/N Reef (21-078),1.2
2010,U/N Reef (21-079),1.22
2010,U/N Reef (21-080),1.22
2010,U/N Reef (21-159),1.75
2010,U/N Reef (21-160),2.06
2010,U/N Reef (21-161),1.76
2010,U/N Reef (21-162),1.93
2010,U/N Reef (21-163),1.78
2010,U/N Reef (21-164),1.93
2010,U/N Reef (21-165),1.76
2010,U/N Reef (21-253),0.77
2010,U/N Reef (21-254),0.61
2010,U/N Reef (21-255),0.6
2010,U/N Reef (21-256),0.46
2010,U/N Reef (21-257),1.87
2010,Lower Reef (21-355),0
2010,Innes Reef (21-356),0
2010,Sandy Shoal (North) (21-358a),0
2010,Sandy Shoal (South) (21-358b),0
2010,George Reef (21-359),0
2010,Poynter Reef (21-360),0
2010,U/N Reef (21-081),1.34
2010,U/N Reef (21-082),1.34
2010,U/N Reef (21-083),1.61
2010,U/N Reef (21-084),1.61
2010,U/N Reef (21-085),1.18
2010,Paul Reef (21-086),1.05
2010,Twin Cays Reef (North) (21-166),1.9
2010,U/N Reef (21-167),1.93
2010,Twin Cays Reef (South) (21-168),1.9
2010,U/N Reef (21-169),1.75
2010,U/N Reef (21-170),1.75
2010,U/N Reef (21-171),1.66
2010,Mystery Reef (21-258),2.39
2010,U/N Reef (21-259),1.08
2010,U/N Reef (21-260),1.08
2010,North Patch (21-361),0
2010,Alexandra Reefs (21-362),0
2010,South Patch (21-363),0
2010,Lake Shoals (21-364),0
2010,Drumfish Shoal (East) (21-365a),0
2010,Drumfish Shoal (West) (21-365b),0
2010,Fanning Shoal (21-366),0
2010,U/N Reef (21-087),1.04
2010,U/N Reef (21-088),1.94
2010,U/N Reef (21-089),1.92
2010,U/N Reef (21-090),1.92
2010,U/N Reef (21-091),1.92
2010,U/N Reef (21-092),2.21
2010,Riptide Reef (21-172),1.9
2010,Mullers Reef (21-173),1.66
2010,U/N Reef (21-174),1.63
2010,U/N Reef (21-175),1.51
2010,U/N Reef (21-261),0.76
2010,U/N Reef (21-262a),0.76
2010,U/N Reef (21-262b),0.76
2010,U/N Reef (21-263),0.76
2010,U/N Reef (21-264),0.76
2010,Red Clay Reef (21-367),0
2010,Boomerang Shoals (21-368),0
2010,Middle Shoal (21-369),0
2010,Beware Reef (21-370),0
2010,Bald Reef (21-372),0
2010,Reef Islet Reef (21-373),0
2010,U/N Reef (21-093),2.06
2010,U/N Reef (21-094),2.21
2010,U/N Reef (21-095),1.92
2010,U/N Reef (21-096),1.92
2010,U/N Reef (21-097),1.93
2010,U/N Reef (21-098),1.92
2010,U/N Reef (21-099),1.92
2010,U/N Reef (21-100),1.93
2010,U/N Reef (21-176),1.53
2010,U/N Reef (21-177),1.66
2010,U/N Reef (21-178),1.51
2010,U/N Reef (21-179),1.66
2010,U/N Reef (21-180),1.95
2010,U/N Reef (21-181),2.28
2010,U/N Reef (21-265),0.92
2010,U/N Reef (21-266),1.9
2010,U/N Reef (21-267),0.77
2010,U/N Reef (21-268),0.76
2010,U/N Reef (21-269),0.77
2010,West Reef (21-374),0
2010,Holt Shoal (21-375),0
2010,Channel Island Reef (21-377),0
2010,Aquila Reef (21-378),0
2010,Avoid Reef (21-379),0
2010,U/N Reef (21-101),1.93
2010,U/N Reef (21-829a),1.08
2010,U/N Reef (21-829b),1.25
2010,U/N Reef (21-829c),1.25
2010,U/N Reef (21-102),1.93
2010,U/N Reef (21-103),1.94
2010,U/N Reef (21-182),1.53
2010,U/N Reef (21-183),1.66
2010,U/N Reef (21-184),1.53
2010,U/N Reef (21-185),2.43
2010,U/N Reef (21-186),1.69
2010,U/N Reef (21-187),1.54
2010,U/N Reef (21-270),0.78
2010,U/N Reef (21-271),1.92
2010,U/N Reef (21-272),1.13
2010,U/N Reef (21-273),0.92
2010,Perkins Reef (21-274),0.95
2010,U/N Reef (21-275),0.61
2010,Park Shoal (21-380),0
2010,Falcon Island Reef (21-381),0
2010,Turn Island Reef (21-382),0
2010,Race Rocks Reef (21-383),0
2010,U/N Reef (21-104),2.07
2010,U/N Reef (21-105),2.06
2010,U/N Reef (21-106),2.24
2010,U/N Reef (21-107),2.24
2010,U/N Reef (21-108),2.09
2010,U/N Reef (21-109),1.95
2010,U/N Reef (21-110),2.09
2010,U/N Reef (21-111),1.95
2010,U/N Reef (21-112),2.24
2010,U/N Reef (21-188),1.71
2010,U/N Reef (21-189),1.84
2010,U/N Reef (21-190),2.45
2010,U/N Reef (21-191),2.32
2010,U/N Reef (21-192),0.62
2010,U/N Reef (21-276),0.61
2010,U/N Reef (21-277),0.61
2010,U/N Reef (21-278),0.45
2010,U/N Reef (21-279),0.45
2010,Elusive Reef (21-280),0.76
2010,U/N Reef (21-281),0.6
2010,Pine Peak Reef (21-386),0.68
2010,Sphinx Reef (21-387),0.78
2010,Middle Island Reef (21-389),0.47
2010,U/N Reef (21-113a),2.25
2010,U/N Reef (21-113b),2.25
2010,U/N Reef (21-113c),2.25
2010,U/N Reef (21-113d),2.25
2010,U/N Reef (21-113e),2.25
2010,U/N Reef (21-114a),2.22
2010,U/N Reef (21-114b),2.22
2010,U/N Reef (21-114c),2.22
2010,U/N Reef (21-115),1.64
2010,U/N Reef (21-116),1.65
2010,U/N Reef (21-193),0.62
2010,U/N Reef (21-194),0.44
2010,U/N Reef (21-195),0.44
2010,U/N Reef (21-196),0.77
2010,U/N Reef (21-197),0.77
2010,U/N Reef (21-198),0.45
2010,U/N Reef (21-199),0.6
2010,U/N Reef (21-200),0.45
2010,U/N Reef (21-282),0.61
2010,U/N Reef (21-283),0.45
2010,Ron Taylor Reef (21-284),0.45
2010,U/N Reef (21-285),0.45
2010,U/N Reef (21-286),0.45
2010,U/N Reef (21-287),0.45
2010,U/N Reef (21-288),0.46
2010,Pine Islets Reef (21-391),0.32
2010,Pine Islets (No 4) (21-391d),0.32
2010,Walter Reef (21-392),0.79
2010,North East Reef (21-394),0.79
2010,U/N Reef (21-117),2.26
2010,U/N Reef (21-118),2.29
2010,U/N Reef (21-119),1.98
2010,U/N Reef (21-120),1.96
2010,U/N Reef (21-121),2.12
2010,U/N Reef (21-122),2.29
2010,U/N Reef (21-123),1.85
2010,U/N Reef (21-201),0.46
2010,U/N Reef (21-202),0.45
2010,U/N Reef (21-203),0.45
2010,U/N Reef (21-204),0.45
2010,U/N Reef (21-205),0.61
2010,U/N Reef (21-206),0.45
2010,U/N Reef (21-207),0.61
2010,U/N Reef (21-289a),0.45
2010,U/N Reef (21-289b),0.45
2010,U/N Reef (21-290),0.45
2010,U/N Reef (21-291),0.45
2010,U/N Reef (21-292),0.45
2010,U/N Reef (21-293),0.46
2010,U/N Reef (99-462a),4.71
2010,U/N Reef (99-462b),4.38
2010,U/N Reef (99-463),4.66
2010,U/N Reef (99-464),3.77
2010,U/N Reef (99-465),3.89
2010,U/N Reef (99-466),2.59
2010,U/N Reef (99-467),2.59
2010,U/N Reef (99-468),4.38
2010,U/N Reef (99-469),4.53
2010,U/N Reef (99-470),4.55
2010,U/N Reef (99-471),4.51
2010,U/N Reef (99-472),4.53
2010,U/N Reef (99-473),4.57
2010,U/N Reef (99-474),3.86
2010,Bayag Reef (99-475),4.7
2010,U/N Reef (99-476),4.71
2010,U/N Reef (99-477),4.53
2010,U/N Reef (99-478),4.71
2010,U/N Reef (99-479a),4.51
2010,U/N Reef (99-479b),4.51
2010,U/N Reef (99-479c),4.51
2010,U/N Reef (99-480),3.86
2010,U/N Reef (99-481),4.71
2010,U/N Reef (99-482),3.86
2010,U/N Reef (99-483),4.51
2010,U/N Reef (99-484),4.53
2010,U/N Reef (99-485a),4.51
2010,U/N Reef (99-485b),4.77
2010,U/N Reef (99-486),4.63
2010,U/N Reef (99-487),4.51
2010,U/N Reef (99-488),3.86
2010,U/N Reef (99-489),4.78
2010,U/N Reef (99-491),4.96
2010,U/N Reef (99-492),3.86
2010,U/N Reef (99-493),5.2
2010,U/N Reef (99-494),4.78
2010,U/N Reef (99-495),NaN
2010,U/N Reef (99-496),3.04
2010,U/N Reef (99-497),4.51
2010,U/N Reef (99-498),4.59
2010,Alpha Reef (99-300),4.61
2010,Kagar Reef (99-302),4.91
2010,Mount Adolphus (Mori) Island Reef (No 1) (99-303a),4.51
2010,Mount Adolphus (Mori) Island Reef (No 2) (99-303b),4.49
2010,Mount Adolphus (Mori) Island Reef (No 3) (99-303c),4.51
2010,U/N Reef (99-499),3.66
2010,U/N Reef (99-500),4.51
2010,U/N Reef (99-501),3.66
2010,U/N Reef (99-503),3.66
2010,U/N Reef (99-504),2.9
2010,U/N Reef (99-505),3.66
2010,Asp Shoals (99-506),4.42
2010,U/N Reef (99-507),3.66
2010,U/N Reef (99-508),4.91
2010,U/N Reef (99-509),4.75
2010,U/N Reef (99-510),3.66
2010,U/N Reef (99-511),3.66
2010,Morilug Reef (99-304),4.68
2010,Kai-Damun Reef (99-305),4.48
2010,U/N Reef (99-306),4.5
2010,Akone Reef (99-311),4.49
2010,U/N Reef (99-312),4.49
2010,U/N Reef (99-345),4.71
2010,U/N Reef (99-346),4.61
2010,U/N Reef (99-512),3.66
2010,U/N Reef (99-513),3.66
2010,U/N Reef (99-514),4.43
2010,U/N Reef (99-515),4.55
2010,U/N Reef (99-517),4.32
2010,U/N Reef (99-518),4.32
2010,U/N Reef (99-347),4.96
2010,U/N Reef (99-379),3.79
2010,U/N Reef (99-380),3.04
2010,U/N Reef (99-383),3.77
2010,U/N Reef (99-388),3.16
2010,U/N Reef (99-393),5.31
2010,U/N Reef (99-519),4.59
2010,U/N Reef (99-520),4.32
2010,U/N Reef (99-521a),4.32
2010,U/N Reef (99-521b),4.59
2010,U/N Reef (99-522),4.52
2010,U/N Reef (99-394),5.65
2010,U/N Reef (99-395),4.35
2010,U/N Reef (99-396),4.64
2010,U/N Reef (99-397),4.85
2010,U/N Reef (99-398),4.35
2010,U/N Reef (99-399),4.52
2010,U/N Reef (99-523),4.59
2010,U/N Reef (99-524),4.59
2010,U/N Reef (99-525),4.52
2010,U/N Reef (99-526),4.59
2010,U/N Reef (99-527),4.52
2010,U/N Reef (99-528),NaN
2010,U/N Reef (99-529),4.27
2010,U/N Reef (99-400),5.31
2010,U/N Reef (99-401),3.78
2010,U/N Reef (99-402),4.35
2010,U/N Reef (99-403),3.78
2010,U/N Reef (99-404),3.88
2010,U/N Reef (99-405),4.35
2010,Gubmarau Reef (99-406),4.58
2010,U/N Reef (99-530a),4.27
2010,U/N Reef (99-530b),4.27
2010,U/N Reef (99-531),4.34
2010,U/N Reef (99-532),4.27
2010,U/N Reef (99-533),4.27
2010,U/N Reef (99-534),4.34
2010,U/N Reef (99-535),4.21
2010,U/N Reef (99-536),4.23
2010,U/N Reef (99-537),4.21
2010,U/N Reef (99-408),4.35
2010,U/N Reef (99-409),5.14
2010,U/N Reef (99-410),5.34
2010,U/N Reef (99-411),2.91
2010,U/N Reef (99-412),5.14
2010,U/N Reef (99-413),4.03
2010,U/N Reef (99-414),3.79
2010,Susur Reef (99-415),5.05
2010,U/N Reef (99-416),4.78
