reefName,year,sst
U/N Reef (20-390),1991,27.6713882949617
U/N Reef (20-507),1991,27.7577362525754
U/N Reef (20-508),1991,27.763225190183
U/N Reef (20-509),1991,27.7591492473215
U/N Reef (20-510),1991,27.7591492473215
U/N Reef (20198),1991,27.7543588262616
U/N Reef (20-512),1991,27.7563726452814
U/N Reef (20-513),1991,27.7583218450132
U/N Reef (20-854),1991,28.0144163513184
Oom Shoal (21-002),1991,28.3585857550303
Slade (Oyster) Island Reef (21-004),1991,28.3709210631668
Downward Patches (No 1) (21-005a),1991,28.3819103240967
McIntyre Reef (20-304),1991,27.8826850915105
Goble Reefs (East) (20-305),1991,27.8808868970626
Goble Reefs (West) (20-306),1991,27.9046545088666
Chauvel Reefs (North) (20-307),1991,27.9358723731268
U/N Reef (20-391),1991,27.6152842701345
U/N Reef (20-392),1991,27.5717919985453
U/N Reef (20-393),1991,27.576314693544
U/N Reef (20-394),1991,27.5637952865116
U/N Reef (20-395),1991,27.5678088665009
Newell Reef (20-396),1991,27.5678088665009
U/N Reef (20-514),1991,27.7499939865536
U/N Reef (20-515),1991,27.7499939865536
U/N Reef (20-516),1991,27.7583218450132
U/N Reef (20-517),1991,27.7570786119318
U/N Reef (20-518),1991,27.7390568774679
U/N Reef (20-519),1991,27.7390568774679
U/N Reef (20-520),1991,27.7571574230583
U/N Reef (20-521),1991,27.7429536350986
U/N Reef (20-522),1991,27.737331804379
Downward Patches (No 2) (21-005b),1991,28.3819103240967
Downward Patches (No 3) (21-005c),1991,28.3819103240967
Downward Patches (No 4) (21-005d),1991,28.3819103240967
Downward Patches (No 5) (21-005e),1991,28.3712891896566
Downward Patches (No 6) (21-005f),1991,28.3819103240967
Downward Patches (No 7) (21-005g),1991,28.3819103240967
Dangerous Reef (21-006),1991,28.3819103240967
Flat Top Reef (21-007),1991,28.3819103240967
Chauvel Reefs (South) (20-308),1991,27.9393227039239
Tern Reef (20-309),1991,28.0950602187591
Bushy-Redbill Reef (20-310),1991,28.0750303023901
U/N Reef (20-397),1991,27.5760593079684
U/N Reef (20-398),1991,27.56129355024
U/N Reef (20-399),1991,27.5714845162851
U/N Reef (20-400),1991,27.5711635027745
Deliverance Bank (20-401),1991,27.8822050528093
Sheriff Shoal (20-402),1991,27.9636641808276
U/N Reef (20-523),1991,27.73291725841
U/N Reef (20-524),1991,27.7305185529921
U/N Reef (20-527),1991,27.7401431136661
U/N Reef (20-531),1991,27.7233374991068
U/N Reef (20-540),1991,27.7097204128901
U/N Reef (20-543),1991,27.7219493351285
U/N Reef (20-545),1991,27.696857895962
U/N Reef (20-546),1991,27.7219493351285
U/N Reef (20-548),1991,27.7219493351285
U/N Reef (20-370d),1991,27.6949268147565
Round Top Reef (21-009),1991,28.3819103240967
Dudgeon Ledge (21-012),1991,28.4208704857599
Hay Reef (21-013),1991,28.4214326705056
Highwater Reef (21-014),1991,28.4163407144092
Victor Reef (21-015),1991,28.4183311689468
Coral Point Reef (21-016),1991,28.4247608429346
U/N Reef (21-018),1991,28.4247608429346
U/N Reef (20-311),1991,27.7914995248767
U/N Reef (20-312),1991,27.7603783814803
U/N Reef (20-313),1991,27.7823516358721
U/N Reef (20-314),1991,27.7914995248767
U/N Reef (20-315a),1991,27.8479207481434
U/N Reef (20-315b),1991,27.8462695219578
U/N Reef (20-315c),1991,27.8437220380197
U/N Reef (20-316),1991,27.7914995248767
U/N Reef (20-317),1991,27.8084849364369
U/N Reef (20-318),1991,27.7701236373144
Pigeon Reef (20-403),1991,28.3385052729135
U/N Reef (20-404),1991,28.2979416374688
Coppersmith Reef (20-407),1991,28.2929592677525
U/N Reef (20-370c),1991,27.7023098046053
U/N Reef (20-553),1991,27.7099703704419
U/N Reef (20-555),1991,27.7116000765846
U/N Reef (20-556),1991,27.7049500677321
U/N Reef (20-557),1991,27.7007702524348
U/N Reef (20-558),1991,27.8685497119103
U/N Reef (20-559),1991,27.8251974277007
U/N Reef (20-560),1991,27.678113216824
U/N Reef (20-561),1991,27.6715106699202
U/N Reef (20-562),1991,27.6641136528789
U/N Reef (20-563),1991,27.6632912412603
Freshwater Point Reef (21-019),1991,28.4177432825536
Cullen Reef (21-020),1991,28.3874466393584
Irving Island Reef (21-021),1991,28.3948816102127
Phillips Reef (21-022),1991,28.4010981877645
Taffy Reef (21-023),1991,28.4067840795407
Glendower Point Reef (21-024),1991,28.4010981877645
Penrith Reef (21-025),1991,28.1598086224662
U/N Reef (20-319),1991,27.771842956543
U/N Reef (20-320),1991,27.7700363050961
U/N Reef (20-321),1991,27.7130559750689
U/N Reef (20-322),1991,27.7991737657123
U/N Reef (20-323),1991,27.7661157973269
U/N Reef (20-324),1991,27.7920523792708
Plum Pudding Reef (20-409),1991,28.2993631362915
U/N Reef (20-410),1991,27.6084967382026
U/N Reef (20-411),1991,27.6152842701345
U/N Reef (20-412),1991,27.6067319618639
U/N Reef (20-564),1991,27.64939066858
U/N Reef (20-565),1991,27.6422181871202
U/N Reef (20-566),1991,27.6440454721451
U/N Reef (20-567),1991,27.6440454721451
U/N Reef (20-568),1991,27.6463719322568
U/N Reef (20-569),1991,27.6440454721451
U/N Reef (20-570),1991,27.6402497468171
Bailey Reef (21-026),1991,28.2895696428087
Snare Peak Reef (21-027),1991,28.1677913807057
Overfall Reef (21-029),1991,28.3159465622484
U/N Reef (20-325),1991,27.7859164476395
Molar Reef (20-326),1991,27.7728704369586
U/N Reef (20-327),1991,27.7591492473215
U/N Reef (20-328a),1991,27.7435860344858
U/N Reef (20-328b),1991,27.7435860344858
U/N Reef (20-413),1991,27.6152842701345
U/N Reef (20-414),1991,27.6054320128068
U/N Reef (20-415),1991,27.6094635902567
U/N Reef (20-416),1991,27.5966321661117
U/N Reef (20-417),1991,27.5963572902956
U/N Reef (20-418),1991,27.5851222818548
U/N Reef (20-419),1991,27.5815068880717
U/N Reef (20-420),1991,27.5789340048125
U/N Reef (20-421),1991,27.5748783169371
U/N Reef (20-422),1991,27.5748783169371
U/N Reef (20-571),1991,27.6397753256339
U/N Reef (20-572),1991,27.6206715296185
U/N Reef (20-573),1991,27.612816700037
U/N Reef (20-574),1991,27.612816700037
U/N Reef (20-575),1991,27.6130361335222
U/N Reef (20-576),1991,27.612816700037
U/N Reef (20-577),1991,27.6084967382026
U/N Reef (20-578),1991,27.6084967382026
U/N Reef (20-579),1991,27.6645702037936
U/N Reef (20-580),1991,27.8826850915105
U/N Reef (20-581),1991,27.8808868970626
Prudhoe Island Reef (21-031),1991,28.2868369338859
Prudhoe Shoal (21-032),1991,28.3017249191017
Reid Reef (21-033),1991,28.3339399636961
Double Island Reef (21-034),1991,28.2795795641447
U/N Reef (20-328c),1991,27.7435860344858
U/N Reef (20-328d),1991,27.7435860344858
U/N Reef (20-328e),1991,27.7435860344858
U/N Reef (20-328f),1991,27.7435860344858
U/N Reef (20-329),1991,27.718338281137
U/N Reef (20-330),1991,27.7255395542492
U/N Reef (20-331),1991,27.7247816045234
U/N Reef (20-332),1991,27.7954369735718
U/N Reef (20-333),1991,27.7954369735718
U/N Reef (20-334),1991,27.7859164476395
U/N Reef (20-423),1991,27.5737718668851
U/N Reef (20-424),1991,27.5707551461679
U/N Reef (20-425),1991,27.568771347519
U/N Reef (20-426),1991,27.571703313812
U/N Reef (20-427),1991,27.5726939981634
U/N Reef (20-428),1991,27.5677365620931
U/N Reef (20-429),1991,27.5677365620931
U/N Reef (20-430),1991,27.5738263089433
U/N Reef (20-431),1991,27.5674037002936
U/N Reef (20-432),1991,27.5692774454753
U/N Reef (20-582),1991,28.0318518121258
U/N Reef (20-583),1991,28.0068797691196
U/N Reef (20-585),1991,27.9951367113325
U/N Reef (20-586),1991,27.9968521900666
U/N Reef (20-587),1991,27.9951367113325
U/N Reef (20-588),1991,27.9927198703472
U/N Reef (20-589),1991,27.9029103879575
U/N Reef (20-590),1991,27.8924651958324
U/N Reef (20-591),1991,27.8924651958324
U/N Reef (20-592),1991,27.8902134606333
U/N Reef (20-593),1991,27.8902134606333
U/N Reef (20-594),1991,27.8843031796542
U/N Reef (20-595),1991,27.8843031796542
Lloyd Shoal (21-035),1991,28.2993157202737
Viscount Shoals (No 1) (21-036a),1991,28.3550004561742
Viscount Shoals (No 2) (21-036b),1991,28.3471865220503
Viscount Shoals (No 3) (21-036c),1991,28.3638883852491
Renou Reef (21-037),1991,28.2873180095966
U/N Reef (20-335),1991,27.7705616075165
U/N Reef (20-336),1991,27.7938836150699
U/N Reef (20-337),1991,27.781141611735
U/N Reef (20-338),1991,27.7247816045234
U/N Reef (20-433),1991,27.5641045729319
U/N Reef (20-434),1991,27.5641988787735
U/N Reef (20-435),1991,27.5702577937733
U/N Reef (20-436),1991,27.5681231059725
U/N Reef (20-437),1991,27.5681231059725
U/N Reef (20-438),1991,27.5734924843641
U/N Reef (20-439),1991,27.5681231059725
U/N Reef (20-440),1991,27.5688179370969
U/N Reef (20-441),1991,27.5698707217262
U/N Reef (20-442),1991,27.5691080093384
U/N Reef (20-443),1991,27.5690286372735
U/N Reef (20-596),1991,27.8924651958324
U/N Reef (20-597),1991,27.8843031796542
U/N Reef (20-598),1991,27.8817964154621
U/N Reef (20-599),1991,27.8843031796542
U/N Reef (20-600),1991,27.8762375301785
U/N Reef (20-601),1991,27.8762375301785
U/N Reef (20-602),1991,27.8859209580855
U/N Reef (20-603),1991,27.8817964154621
U/N Reef (20-604),1991,27.8761288930499
U/N Reef (20-605),1991,27.8604108838068
U/N Reef (20-607),1991,27.8405448944588
Knight Reef (21-039),1991,28.3351123053748
Minster Reef (21-040),1991,28.2789030234019
Festing Shoal (21-041),1991,28.3304128293638
Beaver Shoal (21-043),1991,28.2789030234019
Beverlac Reef (21-044),1991,28.2623158409482
U/N Reef (20-339a),1991,27.767928276062
U/N Reef (20-339b),1991,27.7325390842226
U/N Reef (20-340),1991,27.8026098887126
U/N Reef (20-341),1991,27.7949571736654
Thomas Reef (No 1) (20-234a),1991,28.2851377119098
Thomas Reef (No 2) (20-234b),1991,28.2851377119098
Thomas Reef (No 3) (20-234c),1991,28.2851377119098
St Bees Island Reef (No 2) (20-279b),1991,28.2888334508528
St Bees Island Reef (No 3) (20-279c),1991,28.2888334508528
Aspatria Reef (20-280),1991,28.2888334508528
Wheatley Shoal (20-282),1991,28.2920747361742
Flimby Shoal (20-283),1991,28.2920747361742
Hesket Reef (20-284),1991,28.2888334508528
Shaw Island Reef (No 5) (20-102i),1991,28.3125415438697
Shaw Island Reef (No 6) (20-102e),1991,28.2996518523605
Shaw Island Reef (No 7) (20-102f),1991,28.2780315666868
U/N Reef (20-184),1991,27.8017544065203
U/N Reef (20-185a),1991,27.8270081555402
U/N Reef (20-185b),1991,27.8236246975985
Thomas Reef (No 4) (20-234d),1991,28.2851377119098
Thomas Reef (No 5) (20-234e),1991,28.2851377119098
Thomas Reef (No 6) (20-234f),1991,28.2851377119098
Thomas Reef (No 7) (20-234g),1991,28.2800158965282
Green Reef (20-285),1991,28.3449472215441
Parker Reef (20-286),1991,28.1105419413249
Credlin Reefs (East) (20-287),1991,28.0264969121397
Credlin Reefs (West) (20-288),1991,28.0499221873733
Shaw Island Reef (No 8) (20-102g),1991,28.2700123909192
Shaw Island Reef (No 9) (20-102h),1991,28.2688234061526
Shaw Island Reef (No 10) (20-102k),1991,28.2770823229541
Shaw Island Reef (No 11) (20-102j),1991,28.2770823229541
Shaw Island Reef (No 12) (20-102l),1991,28.2688234061526
U/N Reef (20-103),1991,28.0599427733031
U/N Reef (20-185c),1991,27.8089967032736
U/N Reef (20-186),1991,27.7922064906867
Muirhead Reef (20-187),1991,27.786157579133
U/N Reef (20-188),1991,27.7643095807331
U/N Reef (20-189),1991,27.8017544065203
Thomas Reef (No 8) (20-234h),1991,28.2851377119098
Fairlight Reef (20-235),1991,28.2800158965282
St Helen Reef (20-236),1991,28.310339751067
Goldsmith Island Reef (No 1) (20-237a),1991,28.3040071941557
Goldsmith Island Reef (No 2) (20-237b),1991,28.3040071941557
Calder Reef (20-289),1991,28.1856626298692
Scawfell Reef (No 1) (20-290a),1991,28.1969347908383
Scawfell Reef (No 2) (20-290b),1991,28.219913371404
Three Rocks Reef (20-291),1991,28.2093638043071
Square Reef (20-105),1991,28.0594724997496
Peta Patches (No 1) (20-106a),1991,28.005527665015
Peta Patches (No 2) (20-106b),1991,28.005527665015
Peta Patches (No 3) (20-106c),1991,28.005527665015
Peta Patches (No 4) (20-106d),1991,28.005527665015
U/N Reef (20-107),1991,28.0144163513184
U/N Reef (20-108),1991,28.0144163513184
U/N Reef (20-109),1991,28.0144163513184
U/N Reef (20-190),1991,27.7586819807688
U/N Reef (20-191),1991,27.7643095807331
U/N Reef (20-192),1991,27.8386558449787
U/N Reef (20-193),1991,27.8266311313795
U/N Reef (20-194a),1991,27.7982171659116
U/N Reef (20-194b),1991,27.7923005836597
Goldsmith Island Reef (No 3) (20-237c),1991,28.3040071941557
Goldsmith Island Reef (No 4) (20-237d),1991,28.3040071941557
Goldsmith Island Reef (No 5) (20-237e),1991,28.3040071941557
Goldsmith Island Reef (No 6) (20-237f),1991,28.3040071941557
U/N Reef (20-237g),1991,28.3040071941557
Derwent Reef (20-292),1991,28.2145413051952
Skull Rock Reef (20-293),1991,28.1997439631709
(Little) Stevens Reef (20-294),1991,28.0210836998322
U/N Reef (20-110),1991,28.0187691752116
Edgell Reefs (No 2) (20-111),1991,27.9891490801006
Edgell Reefs (No 5) (20-112),1991,27.9968213710655
Ben Reef (20-113),1991,27.9169597349305
U/N Reef (20-114),1991,27.9256788183142
U/N Reef (20-194c),1991,27.7923005836597
U/N Reef (20-195),1991,27.7391938709077
U/N Reef (20-196),1991,27.7391938709077
U/N Reef (20-197),1991,27.7962025905001
U/N Reef (20-511),1991,27.7219493351285
Silversmith Reef (20-238),1991,28.289844777849
Pincer Reef (20-239),1991,28.3147083051277
Teague Reef (20-082),1991,28.2840114116669
Surprise Rock Reef (20-083),1991,28.2892568376329
Little Bugatti (Wheatley) Reef (20-115),1991,27.9256788183142
Edgell Reefs (No 1) (20-116),1991,27.9951367113325
Edgell Reefs (No 3) (20-117),1991,27.9733988963017
U/N Reef (20-118),1991,27.8817964154621
U/N Reef (20-119),1991,27.8817964154621
Wup Reef (20-120),1991,27.9352708070174
U/N Reef (20-121),1991,27.8843031796542
U/N Reef (20-122),1991,27.8761288930499
U/N Reef (20-199),1991,27.7660863295845
U/N Reef (20-200),1991,27.8437220380197
U/N Reef (20-201),1991,27.7914995248767
U/N Reef (20-202),1991,27.7838162051307
Defiance (Dalys) Island Reef (20-203),1991,28.3684717178345
Defiance Reefs (North) (20-204a),1991,28.384455494497
Anchorsmith Reef (20-241),1991,28.3437668482463
Blackcombe Reef (20-242),1991,28.2806135283576
Anvil Reef (20-243),1991,28.3218745986621
Carondelet Reef (20-244),1991,28.287096459525
Pentecost Reef (20-085),1991,28.2848560191967
U/N Reef (20-123),1991,27.8761288930499
U/N Reef (20-124),1991,27.86622279559
U/N Reef (20-125),1991,27.8817964154621
U/N Reef (20-126),1991,27.8961784805077
Bugatti Reef (20-127),1991,27.8982441372342
Callum Shoal (20-1271),1991,28.1456596524108
Defiance Reefs (South) (20-204b),1991,28.384455494497
U/N Reef (20-205),1991,28.3227230418812
Ripple Rocks Reef (20-206),1991,28.3227230418812
Blacksmith Reef (20-245),1991,28.3218745986621
Hammer Reef (20-246),1991,28.3334433442803
Cole Island Reef (20-086),1991,28.2794453212193
Edgell Reefs (No 4) (20-128),1991,27.9865938568115
Henderson Reefs (20-129),1991,27.9936518791394
U/N Reef (20-130),1991,27.9111103135712
U/N Reef (20-131),1991,27.8707012841196
Cape Rock Reef (20-207),1991,28.3227230418812
North Repulse Reef (20-208),1991,28.3691253457018
Ladysmith Reef (20-247),1991,28.3218745986621
Locksmith Reef (20-248),1991,28.3040071941557
Geranium Shoal (20-249),1991,28.2738501398187
Bellows Reef (20-250),1991,28.3218745986621
Forge Reef (20-251),1991,28.3147083051277
Farrier Reef (20-252),1991,28.3040071941557
Anne Island Reef (20-087),1991,28.2794453212193
Jester Reef (20-088),1991,28.2491330712791
U/N Reef (20-132),1991,27.8665486349576
East Repulse Reef (20-209),1991,28.3628590901693
South Repulse Reef (20-210),1991,28.3628590901693
U/N Reef (20-211),1991,28.4148408694145
U/N Reef (20-212),1991,28.4148408694145
Gould Island Reef (20-213),1991,28.4006735483805
Linne Island Reef (No 1) (20-253a),1991,28.3008799729524
Linne Island Reef (No 2) (20-253b),1991,28.3008799729524
Linne Island Reef (No 3) (20-253c),1991,28.3008799729524
Linne Island Reef (No 4) (20-253d),1991,28.3040071941557
Deloraine Reef (20-089),1991,28.2491330712791
Hunt Reef (20-134),1991,27.9810684816337
Robertson Reefs (No 1) (20-135),1991,27.9643300618881
Robertson Reefs (No 2) (20-136),1991,27.9798327000936
Midge Reef (20-214),1991,28.4176976945665
U/N Reef (20-215),1991,28.4368936289912
U/N Reef (20-216),1991,28.4368936289912
U/N Reef (20-217),1991,28.4368936289912
U/N Reef (20-218),1991,28.4429218769073
Cave Reef (20-219a),1991,28.3953453455216
Tinsmith Reef (20-254),1991,28.3008799729524
Solder Reef (20-255),1991,28.3008799729524
U/N Reef (20-257a),1991,28.3040071941557
Lindeman Island Reef (No 1) (20-090a),1991,28.2794453212193
Lindeman Island Reef (No 2) (20-090b),1991,28.2992077963693
Lindeman Island Reef (No 3) (20-090c),1991,28.2899321273521
Lindeman Island Reef (No 4) (20-090d),1991,28.2899321273521
Robertson Reefs (No 3) (20-137),1991,27.9743420791626
Bax Reef (20-138),1991,27.944590699439
Robertson Reefs (No 4) (20-139),1991,27.9696585077818
Nixon Reef (20-140),1991,27.9661709223038
U/N Reef (20-141),1991,27.9291806954604
Pigeon Reef (20-219b),1991,28.3953453455216
High Islands Reef (North) (20-220),1991,28.3923767702079
Ingot Island Reef (20-257b),1991,28.3040071941557
Specie Shoal (20-258),1991,28.3040071941557
Io Reef (20-259),1991,28.3040071941557
Bullion Rocks Reef (20-260),1991,28.3047153155009
Coffin Reef (20-261),1991,28.2917869749523
Lindeman Island Reef (No 5) (20-090e),1991,28.2899321273521
Baynham Reef (20-091),1991,28.2688234061526
Sidney Reef (20-092),1991,28.312463535982
U/N Reef (20-142),1991,27.931307990596
U/N Reef (20-143),1991,27.9372628779193
Cannan Reef (20-144),1991,27.9776671900894
Packer Reefs (20-145),1991,27.9399243240836
Boulton Reef (20-146),1991,27.9408645749842
U/N Reef (20-147),1991,27.8531087239583
High Islands Reef (South) (20-221),1991,28.3923767702079
Carpet Snake Reef (20-222),1991,28.4121115112305
Low Rock Reef (20-223),1991,28.3923767702079
Croaker Reef (20-224),1991,28.3923767702079
Wigton Island Reef (No 1) (20-262a),1991,28.2197331374254
Wigton Island Reef (No 2) (20-262b),1991,28.2197331374254
Silloth Reef (20-263),1991,28.2197331374254
Allonby Reef (20-264),1991,28.3047153155009
Comston Reef (20-093),1991,28.2700123909192
U/N Reef (20-148),1991,27.8435148662991
U/N Reef (20-149),1991,27.8609186230284
U/N Reef (20-150),1991,27.8405448944588
U/N Reef (20-151),1991,27.8435148662991
U/N Reef (20-152),1991,27.8322912851969
U/N Reef (20-153),1991,27.8609186230284
U/N Reef (20-154),1991,27.8609186230284
U/N Reef (20-155),1991,27.8405448944588
U/N Reef (20-156),1991,27.8322912851969
U/N Reef (20-157),1991,27.8115608671792
U/N Reef (20-158),1991,27.8569210514878
U/N Reef (20-159),1991,27.8072165357388
U/N Reef (20-160),1991,27.8124393215024
Rabbit Reef (20-225),1991,28.3923767702079
Fish Reef (20-226),1991,28.3881159317799
Maryport Reef (20-266),1991,28.2917869749523
Edgell Rock Reef (20-267),1991,28.2917869749523
Baxendell Shoal (20-268),1991,28.2917869749523
Cockermouth Reef (20-269),1991,28.2543316841126
Seaforth Reef (20-095),1991,28.2992077963693
Mansell Reef (20-096),1991,28.2700123909192
U/N Reef (20-161),1991,27.8569210514878
U/N Reef (20-162),1991,27.8341082370642
U/N Reef (20-163),1991,27.8530549649839
U/N Reef (20-164),1991,27.8341082370642
U/N Reef (20-165),1991,27.8037882238869
U/N Reef (20-166),1991,27.8604108838068
Mausoleum Reef (20-227),1991,28.3979059346517
Newry Reef (20-228),1991,28.3881159317799
Carlisle Reef (20-270a),1991,28.2908463614328
Brush Island Reef (20-098),1991,28.2992077963693
Little Lindeman Reef (20-099),1991,28.2794453212193
U/N Reef (20-167),1991,27.8604108838068
U/N Reef (20-168),1991,27.8341082370642
U/N Reef (20-170),1991,27.7922074077575
U/N Reef (20-171),1991,27.7922074077575
Red Cliff Islands Reef (20-229),1991,28.3940451939901
U/N Reef (20-230),1991,28.3957616076057
Brampton Reef (20-270b),1991,28.3085479191371
Bolton Shoal (20-272),1991,28.3085479191371
Fantome Rocks (20-273),1991,28.3231429475726
U/N Reef (20-274),1991,28.3957616076057
Wedge Island Reef (20-275),1991,28.3818598527175
Hyde Rock Reef (20-276),1991,28.2942545273725
Triangle Island Reef (20-100),1991,28.2700123909192
Yellow Rock Reef (20-101),1991,28.2992077963693
Shaw Island Reef (No 1) (20-102a),1991,28.2770823229541
U/N Reef (20-172),1991,27.8441693264505
U/N Reef (20-173),1991,27.7922074077575
U/N Reef (20-174),1991,27.8250320959782
U/N Reef (20-175),1991,27.7922074077575
U/N Reef (20-176),1991,27.7922074077575
U/N Reef (20-177),1991,27.7922074077575
U/N Reef (20-178),1991,27.7922074077575
Volskow Reef (20-231),1991,28.2780315666868
Keyser Reef (20-232),1991,28.2851377119098
Keswick Island Reef (No 1) (20-277a),1991,28.2920747361742
Keswick Island Reef (No 2) (20-277b),1991,28.2920747361742
Keswick Island Reef (No 3) (20-277c),1991,28.2920747361742
St Bees Island Reef (No 1) (20-279a),1991,28.2920747361742
Shaw Island Reef (No 2) (20-102b),1991,28.2770823229541
Shaw Island Reef (No 3) (20-102c),1991,28.2857433954875
Shaw Island Reef (No 4) (20-102d),1991,28.2996518523605
U/N Reef (20-104),1991,28.0860658792349
U/N Reef (20-179),1991,27.8353894275168
U/N Reef (20-180),1991,27.7754636935102
U/N Reef (20-181),1991,27.7754636935102
U/N Reef (20-182),1991,27.8353894275168
U/N Reef (20-183),1991,27.8181682933461
Long Rock Reef (20-233),1991,28.2851377119098
U/N Reef (21-686),1991,27.5643390439591
U/N Reef (21-687),1991,27.5705310014578
U/N Reef (21-688),1991,27.5705310014578
U/N Reef (21-689),1991,27.5727307825913
U/N Reef (21-690),1991,27.5628320531907
U/N Reef (21-691),1991,27.5628320531907
U/N Reef (21-692),1991,27.5776417225967
U/N Reef (21-693),1991,27.5744712617662
U/N Reef (21-694),1991,27.5619913736979
U/N Reef (21-695),1991,27.5619913736979
U/N Reef (21-696),1991,27.573894997799
McEwen Reef (22-015),1991,28.4515239221078
Pilot Reef (22-016),1991,28.4365438829388
Boyle Reef (22-017),1991,28.3788539775904
Tide Reef (22-018),1991,28.3515631866455
Long Island Reef (22-019),1991,28.3788539775904
U/N Reef (21-480),1991,27.5561402883285
U/N Reef (21-481),1991,27.5781013800663
U/N Reef (21-482),1991,27.5629925397957
U/N Reef (21-483),1991,27.5588538514243
U/N Reef (21-484),1991,27.5639041753916
U/N Reef (21-485),1991,27.5641951342813
U/N Reef (21-486),1991,27.5575921376546
Obstruction Reef (21-552),1991,27.5159025127385
U/N Reef (21-553),1991,27.5455735171283
U/N Reef (21-554),1991,27.5364501170623
U/N Reef (21-555),1991,27.5397579242022
Gannett Cay Reef (21-556),1991,27.5198148091634
U/N Reef (21-557),1991,27.5159025127385
U/N Reef (21-697),1991,27.5619913736979
U/N Reef (21-698),1991,27.5519246995074
U/N Reef (21-699),1991,27.5619913736979
U/N Reef (21-700),1991,27.5519246995074
U/N Reef (21-701),1991,27.5534263540197
U/N Reef (21-702),1991,27.5664452144078
U/N Reef (21-703),1991,27.5760648044539
U/N Reef (21-704),1991,27.5770267986116
U/N Reef (21-705),1991,27.5683861756936
U/N Reef (21-706),1991,27.550593094948
U/N Reef (21-707),1991,27.5690294779264
U/N Reef (21-487),1991,27.5593745287727
U/N Reef (21-488),1991,27.5643565471356
U/N Reef (21-489),1991,27.5591754023234
Turrum Reef (21-490),1991,27.5532184003973
U/N Reef (21-491),1991,27.5535657935672
U/N Reef (21-558),1991,27.5499877253323
U/N Reef (21-559),1991,27.5499877253323
U/N Reef (21-560),1991,27.5455047390985
U/N Reef (21-561),1991,27.5386826727125
U/N Reef (21-708),1991,27.5742605557232
U/N Reef (21-709),1991,27.5471146534651
U/N Reef (21-710),1991,27.5690294779264
U/N Reef (21-711),1991,27.5742605557232
U/N Reef (21-712),1991,27.5690294779264
U/N Reef (21-713),1991,27.5720403419351
U/N Reef (21-714),1991,27.5471146534651
U/N Reef (21-715),1991,27.5410097440084
U/N Reef (21-716),1991,27.5509399878673
U/N Reef (21-717),1991,27.5509399878673
U/N Reef (21-718),1991,27.5509399878673
West Side Reef (22-020),1991,28.3652329709795
Double Rocks Reef (North) (22-021a),1991,28.3200847801121
Double Rocks Reef (South) (22-021b),1991,28.3200847801121
U/N Reef (21-492),1991,27.5626994798768
U/N Reef (21-493),1991,27.5612373227388
U/N Reef (21-494),1991,27.5529014172197
Bacchi Reef (21-495),1991,27.5465122726228
Turner Reef (21-562),1991,27.5386826727125
U/N Reef (21-563),1991,27.5386826727125
Half Tide Reef (21-564),1991,27.5386826727125
Bills Reef (21-565),1991,27.5329539246029
U/N Reef (21-719),1991,27.56762499687
U/N Reef (21-720),1991,27.56762499687
U/N Reef (21-721),1991,27.5509399878673
U/N Reef (21-722),1991,27.5522378652524
U/N Reef (21-723),1991,27.56762499687
U/N Reef (21-724),1991,27.5509399878673
U/N Reef (21-725),1991,27.5509399878673
U/N Reef (21-726),1991,27.5599684470739
Coal Reef (22-024),1991,28.3652329709795
One Fathom Patch (22-026),1991,28.4365438829388
Turtle Island Reef (22-027),1991,28.4222643772761
U/N Reef (22-028),1991,28.398884455363
Woods Reef (22-029),1991,28.3454746447111
Shields Reef (22-030),1991,28.1848682990441
U/N Reef (21-496),1991,27.5433609631597
Thomas Reef (21-497),1991,27.5529225417991
U/N Reef (21-498),1991,27.5563216820741
U/N Reef (21-499),1991,27.5386968056361
Blu-Lion Reef (21-566),1991,27.5373122573744
U/N Reef (21-567),1991,27.5274171085222
U/N Reef (21-568),1991,27.5274171085222
U/N Reef (21-569),1991,27.531334148513
Triangle Reef (21-570),1991,27.5290848414103
U/N Reef (21-571),1991,27.5262492285834
Small Lagoon Reef (21-572),1991,27.5274182853969
U/N Reef (21-727),1991,27.5528343151777
U/N Reef (21-728),1991,27.5623366038005
U/N Reef (21-729),1991,27.5493375582573
U/N Reef (21-730),1991,27.5599684470739
U/N Reef (21-731),1991,27.5505548134828
U/N Reef (21-732),1991,27.5599684470739
U/N Reef (21-733),1991,27.5436167472448
U/N Reef (21-734),1991,27.568367982522
U/N Reef (21-735),1991,27.5474336132313
Morkar Reef (21-421),1991,28.2497934392981
U/N Reef (21-500),1991,27.5461282792434
Recreation Reef (21-501),1991,27.5399570335336
U/N Reef (21-502),1991,27.5433609631597
U/N Reef (21-503),1991,27.5498852519869
U/N Reef (21-573),1991,27.5228848716085
U/N Reef (21-574),1991,27.5228848716085
Heart Reef (21-575),1991,27.5217840800914
U/N Reef (21-576),1991,27.5241025712755
Central Reef (21-577),1991,27.5298735165427
U/N Reef (21-578),1991,27.5186099329739
Hill Reef (21-579),1991,27.5111363137415
U/N Reef (21-736),1991,27.5462337949741
U/N Reef (21-737),1991,27.5722325642904
U/N Reef (21-738),1991,27.568367982522
U/N Reef (21-739),1991,27.5713913275761
U/N Reef (21-740),1991,27.5599684470739
U/N Reef (21-741),1991,27.5713331559125
U/N Reef (21-742),1991,27.5606454933214
U/N Reef (21-743),1991,27.5573692201818
