reefName,year,sst
Linda Reef (10-365),1981,29.0865674596844
U/N Reef (10-366),1981,29.0364644561989
U/N Reef (10-367),1981,29.0160379763003
U/N Reef (10-368),1981,29.0364644561989
U/N Reef (10-369),1981,29.0364644561989
U/N Reef (10-370),1981,29.0668950487477
U/N Reef (10-371),1981,29.0620481606686
U/N Reef (10-372),1981,29.0948916348544
U/N Reef (10-373),1981,29.1090338211651
U/N Reef (10-374),1981,29.0353497076726
U/N Reef (10-375a),1981,29.02235762927
U/N Reef (10-375b),1981,29.0125400490231
U/N Reef (10-376),1981,29.0959047125291
U/N Reef (10-378),1981,28.9708884492212
U/N Reef (10-381),1981,28.8457966577439
U/N Reef (10-382),1981,28.9072260175432
U/N Reef (10-384),1981,28.8510786515695
U/N Reef (10-385),1981,28.8509222322756
U/N Reef (10-386),1981,28.8509222322756
U/N Reef (10-387),1981,28.9569681803385
U/N Reef (10-389),1981,28.8509222322756
U/N Reef (10-390),1981,28.8509222322756
Triangle Reef (10-391),1981,28.8509222322756
U/N Reef (10-392),1981,28.945073293603
U/N Reef (10-393),1981,28.9134746521942
U/N Reef (10-394),1981,28.9643315254374
U/N Reef (10-395),1981,28.9134746521942
U/N Reef (10-396),1981,28.9134746521942
U/N Reef (10-397),1981,28.8967871006911
U/N Reef (10-398),1981,28.8509222322756
U/N Reef (10-399),1981,28.8509222322756
U/N Reef (10-400),1981,28.8509222322756
U/N Reef (10-426),1981,28.8565358320872
U/N Reef (10-427),1981,28.9835217793783
U/N Reef (10-428a),1981,28.8509222322756
U/N Reef (10-428b),1981,28.8509222322756
U/N Reef (10-429),1981,29.2583208513689
U/N Reef (10-430),1981,29.2537228352315
U/N Reef (10-431),1981,29.2549479969761
U/N Reef (10-432),1981,29.2545356587467
U/N Reef (10-434),1981,29.2492482704029
U/N Reef (10-436),1981,29.0088496063695
U/N Reef (10-437),1981,29.0010801023907
U/N Reef (10-438),1981,28.9614612960815
U/N Reef (10-439),1981,28.9523547744751
U/N Reef (10-440),1981,28.9255594158849
U/N Reef (11-325),1981,28.9254831075668
U/N Reef (10-442),1981,28.9254831075668
U/N Reef (10-443),1981,28.8509222322756
U/N Reef (10-444),1981,28.8568647172716
U/N Reef (10-445),1981,28.847264289856
U/N Reef (10-800),1981,29.2058933942746
U/N Reef (10-801),1981,29.2183294932048
U/N Reef (10-807),1981,28.8605795259829
U/N Reef (10-407b),1981,28.8594747342561
U/N Reef (10-408),1981,28.930079792164
U/N Reef (10-409),1981,28.930079792164
U/N Reef (10-410),1981,28.8902457252381
U/N Reef (10-411),1981,28.9643315254374
U/N Reef (10-411b),1981,28.9401150155575
U/N Reef (10-412),1981,28.8474082087611
U/N Reef (10-413),1981,28.9538926234862
U/N Reef (10-414),1981,28.8568647172716
U/N Reef (10-415),1981,28.9614612960815
U/N Reef (10-416a),1981,28.8642609914144
U/N Reef (10-416b),1981,28.8565358320872
U/N Reef (10-417),1981,28.9940323119468
U/N Reef (10-418a),1981,28.8642609914144
U/N Reef (10-418b),1981,28.8642609914144
U/N Reef (10-419a),1981,28.8642609914144
U/N Reef (10-419b),1981,28.8642609914144
U/N Reef (10-420),1981,28.8642609914144
U/N Reef (10-421),1981,29.0437463953875
U/N Reef (10-422),1981,29.0645196985315
U/N Reef (10-423),1981,28.9353664785192
U/N Reef (10-424),1981,28.9167166585508
U/N Reef (10-425),1981,28.9614612960815
U/N Reef (11-034),1981,29.1252549815382
Arnold Reef (11-001),1981,29.1481756482806
Thomson Islet Reef (11-002),1981,29.2183294932048
U/N Reef (11-003),1981,29.2060072271673
Gilmore Bank (11-004),1981,29.1846260671262
U/N Reef (11-005),1981,29.1937962781202
U/N Reef (11-006),1981,29.1937962781202
U/N Reef (11-007),1981,29.2061589558919
U/N Reef (11-008),1981,29.2061589558919
Bushy Island Reef (11-009),1981,29.1825322575039
Cairncross Islets Reef (11-010),1981,29.1674898818687
U/N Reef (11-011a),1981,29.2018666734882
U/N Reef (11-011b),1981,29.2070715949649
U/N Reef (11-012),1981,29.1794200404998
Halfway Islet Reef (11-013),1981,29.1592224968804
Pearn Reef (11-014),1981,29.1592224968804
U/N Reef (11-015),1981,29.1894715203179
McSweeney Reef (11-016),1981,29.0645196985315
U/N Reef (11-017),1981,29.0468893195644
U/N Reef (11-018),1981,29.0465406205919
U/N Reef (11-019),1981,28.9945932642619
U/N Reef (11-020),1981,29.0165352652259
U/N Reef (11-021),1981,29.0347387808341
U/N Reef (11-022),1981,29.004857549862
U/N Reef (11-023),1981,29.0287294526031
U/N Reef (11-024),1981,29.0528468363213
U/N Reef (11-025),1981,29.1319572812035
Sinclair Reef (11-026),1981,29.116909467257
U/N Reef (11-027),1981,29.1294754095245
U/N Reef (11-028),1981,28.9955497274593
Monsoon Reef (11-029),1981,29.0553687956275
U/N Reef (11-030),1981,29.0286499023437
U/N Reef (11-031),1981,29.0872879803665
U/N Reef (11-032),1981,29.0331446053325
U/N Reef (11-033a),1981,29.0497883921084
U/N Reef (11-033b),1981,29.0470672905022
