reefName,year,chlA
U/N Reef (14-035),2003,0.312411710873383
Pipon Shoals (14-036),2003,0.312161978586133
Melanie Patches (14-037),2003,0.313008956578251
Murdoch Reef (14-104),2003,0.320145190144409
U/N Reef (14-105),2003,0.324137530174086
Rocky Ledges (14-106),2003,0.315579488107866
U/N Reef (14-107a),2003,0.306729543725113
U/N Reef (14-107b),2003,0.30719490317668
U/N Reef (14-108),2003,0.316444402127108
Fly Reef (14-109),2003,0.280618132909298
Underwood Shoal (14-110),2003,0.265590173484031
Covered Reef (14-111),2003,0.278926931072627
Stewart Shoal (14-112),2003,0.266208216059575
Pasco Reef (15-018),2003,0.256483400293428
Long Reef (15-019),2003,0.254529259885996
Strickland Reef (15-020),2003,0.255261954399294
Ribbon No 8 Reef (15-021a),2003,0.250127161325466
U/N Reef (15-021b),2003,0.250404266443545
U/N Reef (15-022),2003,0.252092870280485
U/N Reef (15-023),2003,0.251212482798633
Magpie Reef (13-087),2003,0.302481555253281
Lytton Reef (13-088),2003,0.301339647995423
U/N Reef (13-089),2003,0.301306582881396
Wilkie Reef (13-091),2003,0.30929224402435
Pipon Reef (14-038),2003,0.312627796827658
North Warden Reef (14-039),2003,0.31742371514093
Singleton Patch (14-040),2003,0.318846713186361
Petricola Shoal (14-113),2003,0.267472620644355
MacGillivray Reef (14-114),2003,0.265337848395963
Nymph Reef (14-115),2003,0.275909266290247
Mackay Reefs (15-024),2003,0.253674160451726
Harrier Reef (15-025),2003,0.250744358763741
Ribbon No 7 Reef (15-026),2003,0.247299339005366
Marx Reef (15-027),2003,0.25227669051116
U/N Reef (13-092),2003,0.324080229817594
U/N Reef (13-093a),2003,0.300841267709672
U/N Reef (13-093b),2003,0.301844420940717
U/N Reef (13-093c),2003,0.301448869686111
Sullivan Shoal (13-095),2003,0.305279881108927
Ballerina Shoal (13-096),2003,0.301770283618796
Flinders Island Reef (No 1) (14-042a),2003,0.305123411912028
Flinders Island Reef (No 2) (14-042b),2003,0.30647900645686
Flinders Island Reef (No 3) (14-042c),2003,0.305981533434703
U/N Reef (14-043),2003,0.311325352760918
Hales Reef (14-044),2003,0.318735203104784
Sand Bank No 1 Reef (14-045),2003,0.306878963127758
U/N Reef (14-046),2003,0.309286865447521
Lizard Island Reef (North West) (14-116a),2003,0.268056587676981
Lizard Island Reef (North East) (14-116b),2003,0.266044609449108
Lizard Island Reef (Lagoon) (14-116d),2003,0.267892201042769
Startle Reefs (15-028),2003,0.254820384342394
Camel Head Reef (15-029),2003,0.247407929154248
Swinger Reef (15-030),2003,0.256062562281371
Pullen Reefs (15-031),2003,0.253549470210495
Ribbon No 6 Reef (15-032),2003,0.245247050701655
Hannah Island Reef (13-097),2003,0.304053807270039
U/N Reef (13-100),2003,0.298430675047901
Rattlesnake Reefs (No 1) (13-101a),2003,0.313402154339119
Rattlesnake Reefs (No 2) (13-101b),2003,0.313402154339119
Rattlesnake Reefs (No 3) (13-101c),2003,0.314017577826985
U/N Reef (13-102),2003,0.321551787885275
Kestrel Reef (13-104),2003,0.300458474677304
U/N Reef (13-105),2003,0.311833799501471
U/N Reef (14-047),2003,0.304234369105539
Broomfield Rock Reef (14-048),2003,0.319374538380355
U/N Reef (14-049),2003,0.302254648081898
Rocky Point Island Reef (14-050),2003,0.324935345749587
Lizard Island Reef (Coconut Bay) (14-116c),2003,0.267641918199673
Gunga Shoal (14-117),2003,0.278145289634236
Dent Reef (No 1) (20-058a),2003,0.49176849281911
Dent Reef (No 2) (20-058b),2003,0.492966073090993
U/N Reef (20-059),2003,0.491310616885036
Long Island Reef (No 1) (20-060a),2003,0.488955040193999
Haslewood Island Reef (No 4) (20-078d),2003,0.481203380943955
Haslewood Island Reef (No 5) (20-078e),2003,0.477628355710345
U/N Reef (20-016a),2003,0.502660584438921
Black Currant-Manta Ray Reef (No 1) (20-010a),2003,0.507269238773969
Whitsunday Island Reef (No 11) (20-041l),2003,0.483766682052754
Whitsunday Island Reef (No 12) (20-041m),2003,0.482027142997478
Long Island Reef (No 2) (20-060b),2003,0.491428478146271
Long Island Reef (No 3) (20-060c),2003,0.493373264361584
Lupton Reef (20-078f),2003,0.476562028393966
Cashell Reef (20-078g),2003,0.475109633114653
Black Island Reef (20-017),2003,0.44135323414166
Double Rock Reef (20-018),2003,0.436956827899438
Langford-Bird Reef (20-019),2003,0.444323366241035
Whitsunday Island Reef (No 13) (20-041n),2003,0.480253754178325
Whitsunday Island Reef (No 14) (20-041o),2003,0.473391828845106
Whitsunday Island Reef (No 15) (20-041p),2003,0.469654304356138
Long Island Reef (No 4) (20-060d),2003,0.493656513252144
Long Island Reef (No 5) (20-060e),2003,0.495120130766091
Long Island Reef (No 6) (20-060f),2003,0.491844247117758
Haslewood Island Reef (No 6) (20-078h),2003,0.482242400910866
Workington Reef (20-079),2003,0.475342575304075
Gumbrell Reef (20-020),2003,0.484840342848514
Whitsunday Island Reef (No 16) (20-041q),2003,0.468310030117574
Whitsunday Island Reef (No 17) (20-041r),2003,0.460721017987691
Whitsunday Island Reef (No 18) (20-041t),2003,0.455057705279401
Whitsunday Island Reef (No 19) (20-041u),2003,0.488609519050817
Whitsunday Island Reef (No 20) (20-041v),2003,0.486047671666103
Long Island Reef (No 7) (20-060g),2003,0.495974616209387
Long Island Reef (No 8) (20-060h),2003,0.488368714656218
Leeper Shoal (20-080),2003,0.446093709154242
Nicolson Reef (20-081),2003,0.483095870542117
Olden Reef (20-021),2003,0.496255279066418
Armit Island Reef (20-022),2003,0.473185375343856
Whitsunday Island Reef (No 21) (20-041w),2003,0.484751549390061
Whitsunday Island Reef (No 22) (20-041x),2003,0.484166609388605
Whitsunday Island Reef (No 23) (20-041y),2003,0.485229218743837
Whitsunday Island Reef (No 24) (20-041z),2003,0.483503122775968
Pine Island Reef (20-061),2003,0.493153977303545
U/N Reef (19-267),2003,0.340991542656749
U/N Reef (19-268),2003,0.342523010791338
U/N Reef (19-269),2003,0.346756655312773
U/N Reef (19-270),2003,0.35256140923894
U/N Reef (19-271),2003,0.355539286126929
U/N Reef (19-272),2003,0.354505065129856
U/N Reef (19-273),2003,0.354357067259513
U/N Reef (19-274),2003,0.353988064632212
U/N Reef (19-275),2003,0.358018933619901
U/N Reef (19-276),2003,0.350332662322285
U/N Reef (19-277),2003,0.345550351896241
U/N Reef (19-278),2003,0.328408464445233
U/N Reef (20-023),2003,0.469193252227503
Fitzalan Island Reef (20-041),2003,0.48892148197348
South Molle Reef (No 1) (20-042a),2003,0.480536596669076
South Molle Reef (No 2) (20-042b),2003,0.48038713434695
U/N Reef (20-062a),2003,0.495328865017941
U/N Reef (20-062b),2003,0.495387724386176
Three Fathom Patch (20-063),2003,0.494951910799175
U/N Reef (19-279),2003,0.269970959992531
U/N Reef (19-280),2003,0.32545344893879
U/N Reef (19-281),2003,0.316532572015785
U/N Reef (19-282),2003,0.313740080508872
U/N Reef (19-283),2003,0.254338695747227
U/N Reef (19-284),2003,0.271508093002131
U/N Reef (19-285),2003,0.28902442659421
U/N Reef (19-286),2003,0.282642242879316
U/N Reef (19-287),2003,0.289603582892362
U/N Reef (19-288),2003,0.277898853961927
U/N Reef (19-289),2003,0.281648607281953
U/N Reef (19-290),2003,0.304669386584554
Double Cone Reef (20-024),2003,0.457542562078805
South Molle Reef (No 3) (20-042c),2003,0.479633389036941
South Molle Reef (No 4) (20-042d),2003,0.477694256615911
Planton Reef (20-043),2003,0.479354925334066
Cow Reef (20-064),2003,0.495365918861415
U/N Reef (19-291),2003,0.258318283193513
U/N Reef (19-292),2003,0.261580072142332
U/N Reef (19-293),2003,0.278274283805003
U/N Reef (19-294),2003,0.283701029124167
U/N Reef (19-295),2003,0.277162826409078
U/N Reef (19-296),2003,0.323297471454542
U/N Reef (19-297),2003,0.304181116335846
U/N Reef (19-298),2003,0.304930060055667
U/N Reef (19-299),2003,0.281247549864705
U/N Reef (19-300),2003,0.287177418094383
U/N Reef (20-025a),2003,0.498417832537128
U/N Reef (20-025b),2003,0.499164239461868
Edwin Reef (20-026),2003,0.483249637018509
Denman Reef (20-044),2003,0.481032669638449
Almora Reef (20-045),2003,0.472148977669439
Calf Reef (No 1) (20-065a),2003,0.494220961228544
Calf Reef (No 2) (20-065b),2003,0.494701349861328
Calf Reef (No 3) (20-065c),2003,0.494701349861328
Long Shoal (20-066),2003,0.490338384403506
Border Island Reef (No 1) (20-067a),2003,0.454926538376512
U/N Reef (19-301),2003,0.283161121277263
U/N Reef (19-302),2003,0.307832410609134
U/N Reef (19-303),2003,0.309529913421227
U/N Reef (19-304),2003,0.30774692533991
U/N Reef (19-305),2003,0.322912979527314
U/N Reef (19-306),2003,0.274559405882585
U/N Reef (19-307),2003,0.291479216647522
U/N Reef (20-027),2003,0.487476705416449
Hook Island Reef (No 1) (20-028a),2003,0.446588436597927
Hook Island Reef (No 2) (20-028b),2003,0.457124236046335
Hook Island Reef (No 3) (20-028c),2003,0.457130452400992
Hook Island Reef (No 4) (20-028d),2003,0.456944778438185
Hook Island Reef (No 5) (20-028e),2003,0.448796828101992
Hook Island Reef (No 6) (20-028f),2003,0.440145203519267
U/N Reef (20-046),2003,0.482257033765089
Low Rock Reef (20-047),2003,0.48167952593237
Border Island Reef (No 2) (20-067b),2003,0.453011722288724
Border Island Reef (No 3) (20-067c),2003,0.452675177164971
U/N Reef (19-308),2003,0.298668988368509
U/N Reef (19-309),2003,0.298984415018901
U/N Reef (19-310),2003,0.28227924447792
U/N Reef (19-311),2003,0.292539636343373
U/N Reef (19-312),2003,0.415587521992888
Hook Island Reef (No 7) (20-028g),2003,0.438967062437375
Hook Island Reef (No 9) (20-028h),2003,0.435671261208138
Hook Island Reef (No 8) (20-028j),2003,0.436682154132707
Hook Island Reef (No 10) (20-028i),2003,0.439701509224566
Hook Island Reef (No 11) (20-028l),2003,0.443344508802325
Low Island Reef (20-029),2003,0.496264009834084
Shute Reef (20-048),2003,0.482814106653905
Dumbell Reef (No 1) (20-068a),2003,0.456278101184048
Dumbell Reef (No 2) (20-068b),2003,0.457081286931777
Petrel Reef (20-069),2003,0.457698890906849
Sand Island (19-802),2003,0.537546230119299
U/N Reef (20-001),2003,0.52268394940991
North Head Reef (20-002),2003,0.519315171367434
Gloucester Reef (No 1) (20-003a),2003,0.50261796779785
Grassy Reef (20-030),2003,0.486361899931713
Roseric Shoal (20-031),2003,0.463831865637368
Pioneer Rocks Reef (20-032),2003,0.470676133040615
North Molle Reef (20-033),2003,0.472691092361883
Repair Reef (20-049a),2003,0.482935030968814
Tancred Reef (20-049b),2003,0.48379113074173
Alert Bank (20-050),2003,0.485019577784126
Esk Island Reef (20-070),2003,0.46681542698469
Gloucester Reef (No 2) (20-003b),2003,0.49042379876995
Gloucester Reef (No 3) (20-003c),2003,0.490879224668275
Gloucester Reef (No 4) (20-003d),2003,0.491921317157358
Gloucester Reef (No 5) (20-003e),2003,0.497528220651381
Gloucester Reef (No 6) (20-003f),2003,0.498883861214337
Gloucester Reef (No 7) (20-003g),2003,0.499923640532121
Mid Molle Reef (20-034),2003,0.475888307391409
Daydream Reef (No 1) (20-035a),2003,0.476503372841393
White Rock Reef (20-051),2003,0.485135800965941
U/N Reef (20-052),2003,0.483666687332699
Henning Reef (20-053),2003,0.48856085887278
Ireby Reef (20-071),2003,0.465417396280729
Sillago Reef (20-072),2003,0.465684059287939
Gloucester Reef (No 8) (20-003h),2003,0.502117469588802
Daydream Reef (No 2) (20-035b),2003,0.477715644522628
Daydream Reef (No 3) (20-035c),2003,0.476995538645501
Daydream Reef (No 4) (20-035d),2003,0.476435981467048
Conder Shoal (20-036),2003,0.472343666730626
Ross Islet Reef (20-037),2003,0.477517002462299
U/N Reef (20-038),2003,0.475121780309402
Hill Rock Reef (20-039),2003,0.47791036623064
Cid Reef (20-040),2003,0.478399996221092
East Rocks Reef (20-054),2003,0.490699333467418
Wirrainbeia Reef (20-073),2003,0.465879031283017
Harold Reef (20-074),2003,0.465123667975415
Stone Reef (20-004),2003,0.520277752618107
U/N Reef (20-005),2003,0.530241782338772
Black Currant-Manta Ray Reef (No 2) (20-010b),2003,0.507895116271718
Chyebassa Shoal (20-007),2003,0.522312806036527
Winter Shoal (20-008),2003,0.52442870895226
Whitsunday Island Reef (No 1) (20-041a),2003,0.462945666365691
Whitsunday Island Reef (No 2) (20-041b),2003,0.468001255003947
Whitsunday Island Reef (No 3) (20-041c),2003,0.470867782995778
Whitsunday Island Reef (No 4) (20-041d),2003,0.47076663214549
Perseverance Reef (20-055),2003,0.490693231627742
Young Island Reef (20-056),2003,0.49101629004945
Edward Island Reef (20-075a),2003,0.469680027739786
Thomas Reef (20-009),2003,0.528669257208794
Poole Reef (20-011),2003,0.530750050515464
Whitsunday Island Reef (No 5) (20-041e),2003,0.481767874739062
Whitsunday Island Reef (No 6) (20-041f),2003,0.484291990905781
Whitsunday Island Reef (No 7) (20-041g),2003,0.483718646044442
Hamilton Island Reef (No 1) (20-057a),2003,0.49022098640045
Hamilton island Reef (No 2) (20-057b),2003,0.492182795742515
U/N Reef (20-075b),2003,0.471006394931438
Lagoon Rock Reef (20-076),2003,0.475328601698402
U/N Reef (20-077),2003,0.474238945855345
Haslewood Island Reef (No 1) (20-078a),2003,0.475120669249412
Eshelby Reef (20-012),2003,0.468039004937341
U/N Reef (20-013),2003,0.468539379807155
Whitsunday Island Reef (No 8) (20-041h),2003,0.485121459146113
Whitsunday Island Reef (No 9) (20-041j),2003,0.488205289060019
Whitsunday Island Reef (No 10) (20-041k),2003,0.48382831094242
Hamilton Island Reef (No 3) (20-057c),2003,0.489456924794422
Hamilton Island Reef (No 4) (20-057d),2003,0.492003644601074
Hamilton Island Reef (No 5) (20-057e),2003,0.492676815009052
Haslewood Island Reef (No 2) (20-078b),2003,0.477047185219425
Haslewood Island Reef (No 3) (20-078c),2003,0.480410027771476
Hayman Island Reef (20-014),2003,0.439314797154297
Saddleback Island Reef (No 1) (20-015a),2003,0.498640145669279
Saddleback Island Reef (No 2) (20-015b),2003,0.496549791216287
U/N Reef (19-130),2003,0.342133999328533
U/N Reef (19-131a),2003,0.344230484146265
U/N Reef (19-131b),2003,0.344474650522837
U/N Reef (19-131c),2003,0.344536895571424
U/N Reef (19-131d),2003,0.343551308073957
U/N Reef (19-131e),2003,0.343397131416164
U/N Reef (19-131f),2003,0.343551308073957
U/N Reef (19-131g),2003,0.343536841385075
U/N Reef (19-132),2003,0.341269321244435
Sinker Reef (19-133),2003,0.341459160025978
Circular Quay Reef (19-134),2003,0.331489871466394
Hardy Reef (19-135),2003,0.347975651751878
U/N Reef (19-227),2003,0.358272374328134
U/N Reef (19-228),2003,0.359598430325527
Thompson Shoal (19-229),2003,0.354181090644741
Blossom Bank (West) (19-230),2003,0.351373276988829
Marilyn Shoal (19-231),2003,0.354447545839768
Ferris Shoal (19-232),2003,0.354644233899624
Maschke Shoal (19-233),2003,0.354729159535347
Blossom Bank (East) (19-234),2003,0.352820918247204
U/N Reef (19-235),2003,0.353789037096129
U/N Reef (19-236),2003,0.303814473126462
U/N Reef (19-237),2003,0.308063887035889
U/N Reef (19-238),2003,0.308015019839857
Wheeler Reef (18-095),2003,0.381179874722967
Davies Reef (18-096),2003,0.365912170116021
U/N Reef (18-097),2003,0.294086158674525
U/N Reef (18-098),2003,0.312990032735047
Saville-Kent Reef (18-099),2003,0.33917559081292
(Big) Broadhurst Reef (No 1) (18-100a),2003,0.366549407649187
U/N Reef (19-053),2003,0.258593900829083
Tiger Reef (19-054),2003,0.298933099378381
U/N Reef (19-055),2003,0.260411291989793
U/N Reef (19-056),2003,0.263733509645651
U/N Reef (19-057),2003,0.28403953990685
U/N Reef (19-058),2003,0.267760158639049
U/N Reef (19-059),2003,0.267348128244288
U/N Reef (19-060),2003,0.28087327112853
Jacqueline Reef (19-061),2003,0.270508435644637
Hook Reef (19-136a),2003,0.356013577476627
Barb Reef (19-136b),2003,0.365547589168506
U/N Reef (19-136c),2003,0.350519500117277
Bait Reef (19-137),2003,0.370033279824342
U/N Reef (19-138),2003,0.350558627485484
U/N Reef (19-139),2003,0.312676125530694
Gable Reef (19-140),2003,0.315450343143606
Stucco Reef (19-141),2003,0.316581423513916
U/N Reef (19-239),2003,0.300097523019524
U/N Reef (19-240),2003,0.313870883650374
U/N Reef (19-241),2003,0.296162917865088
U/N Reef (19-242),2003,0.303411856418899
U/N Reef (19-243),2003,0.335823299133625
U/N Reef (19-244),2003,0.311838180127137
U/N Reef (19-245),2003,0.338612106981465
U/N Reef (19-246),2003,0.341872678901531
U/N Reef (19-247),2003,0.315352437294039
(Big) Broadhurst Reef (No 2) (18-100b),2003,0.3646058618914
Judith Wright Reef (18-101),2003,0.338115046841845
U/N Reef (18-102),2003,0.340942375241808
U/N Reef (18-103),2003,0.346675894177195
U/N Reef (18-104),2003,0.350836681010182
Banfield Reef (North) (18-105a),2003,0.349160148306845
Banfield Reef (South) (18-105b),2003,0.350570396993727
(Little) Broadhurst Reef (18-106),2003,0.379911864522213
U/N Reef (19-062),2003,0.27109104874431
Kangaroo Reef (East) (19-063a),2003,0.290953652396364
Kangaroo Reef (West) (19-063b),2003,0.314934676632143
U/N Reef (19-064),2003,0.276414601004368
U/N Reef (19-065),2003,0.301771280423337
U/N Reef (19-066),2003,0.305358396935367
Lath Reef (19-142),2003,0.318718709326848
U/N Reef (19-143),2003,0.31912776460655
U/N Reef (19-144),2003,0.317261818493145
U/N Reef (19-145),2003,0.316620358730549
Rafter Reef (19-146),2003,0.321582711489338
Plaster Reef (19-147),2003,0.322835225229271
Eave Reef (19-148),2003,0.321472915732339
Brick Reef (19-149),2003,0.321124056175477
U/N Reef (19-150),2003,0.322477487217698
U/N Reef (19-248),2003,0.368645056101662
U/N Reef (19-249),2003,0.317256653455776
U/N Reef (19-250),2003,0.31289309013375
U/N Reef (19-251),2003,0.316077045522545
U/N Reef (19-252),2003,0.326492243493932
U/N Reef (19-253),2003,0.3316128374617
U/N Reef (19-254),2003,0.340311142772418
U/N Reef (18-107),2003,0.297058919556135
U/N Reef (18-108),2003,0.284003481219645
U/N Reef (18-109),2003,0.299192791504813
U/N Reef (18-110),2003,0.280666273876955
Eagle Reef (18-111),2003,0.304928884800784
Viper Reef (18-112),2003,0.293528838569269
U/N Reef (18-113),2003,0.290549156006186
U/N Reef (18-114),2003,0.273616232537402
Jupiter Reef (18-115),2003,0.288747950510914
U/N Reef (18-116),2003,0.273118996896151
U/N Reef (18-117),2003,0.290519305053028
U/N Reef (19-067),2003,0.309217155237337
U/N Reef (19-068),2003,0.292102253567102
U/N Reef (19-069),2003,0.284577925241741
U/N Reef (19-070),2003,0.28799626525034
Wallaby Reef (19-071),2003,0.313270359715029
Tile Reef (19-151),2003,0.3241052314931
Reimer Reef (19-152),2003,0.326929895792166
U/N Reef (19-153),2003,0.325531602831404
U/N Reef (19-154),2003,0.327157570048246
U/N Reef (19-155),2003,0.325931597484638
Girder Reef (19-156),2003,0.327136614189584
Little Reef (19-157),2003,0.325313443460146
U/N Reef (19-158),2003,0.327027444593386
U/N Reef (19-255),2003,0.339545046646273
U/N Reef (19-256),2003,0.340628113016716
U/N Reef (19-257),2003,0.332487941126242
U/N Reef (19-258),2003,0.332880429373984
U/N Reef (19-259),2003,0.319300478778986
U/N Reef (19-260),2003,0.363647362315885
U/N Reef (19-261),2003,0.362547702156634
U/N Reef (19-262),2003,0.324562602631375
U/N Reef (19-263),2003,0.326175467270877
U/N Reef (19-264),2003,0.331962134371611
U/N Reef (19-265),2003,0.330519927290851
U/N Reef (19-266),2003,0.331818802438359
Shrimp Reef (18-118),2003,0.336665748496151
Lion Reef (18-119),2003,0.267407291311136
Jaguar Reef (18-120),2003,0.259880704560741
Hall Reef (North) (18-121a),2003,0.344764161710377
Hall Reef (South) (18-121b),2003,0.356526406906416
U/N Reef (18-122),2003,0.225119791946099
U/N Reef (18-123),2003,0.248424666401947
U/N Reef (18-124),2003,0.325468383393051
Gould Reef (No 1) (19-072a),2003,0.289996408182935
Gould Reef (No 2) (19-072b),2003,0.303816509053787
Gould Reef (No 3) (19-072c),2003,0.308416301325722
Gould Reef (No 4) (19-072d),2003,0.302798902391752
Slate Reef (19-159),2003,0.330691668087924
U/N Reef (19-160),2003,0.3317702223947
U/N Reef (19-161),2003,0.327432583571657
U/N Reef (19-162),2003,0.325396536742669
U/N Reef (19-163),2003,0.32717033593839
U/N Reef (19-164),2003,0.328445179137138
Rib Reef (18-032),2003,0.496890721410666
Pith Reef (18-033),2003,0.408714993412437
Myrmidon Reef (18-034),2003,0.245935339631012
Thread Shoal (18-035),2003,0.392819967263477
Urchin Shoal (18-036),2003,0.428388498835714
U/N Reef (18-125),2003,0.360699916408072
U/N Reef (18-126),2003,0.347860628601671
U/N Reef (18-127),2003,0.340548081228544
U/N Reef (18-128),2003,0.261090502043276
U/N Reef (18-129),2003,0.232428803687067
U/N Reef (18-130),2003,0.286665897945152
U/N Reef (18-131),2003,0.266790069323064
U/N Reef (18-132),2003,0.261041552835117
U/N Reef (18-133),2003,0.255459851558064
U/N Reef (18-134),2003,0.255721830984149
Gould Reef (No 5) (19-072e),2003,0.298241650346453
U/N Reef (19-073),2003,0.29372351181296
Cobham Reef (North) (19-074a),2003,0.292966456814671
Cobham Reef (South) (19-074b),2003,0.296727188878019
U/N Reef (19-165),2003,0.331150829971756
U/N Reef (19-166),2003,0.334332987956553
Thatch Reef (19-167),2003,0.335416866417717
U/N Reef (19-168),2003,0.330666865771881
U/N Reef (19-169),2003,0.331423472348144
U/N Reef (19-170),2003,0.330243727215105
U/N Reef (19-171),2003,0.331269808642472
U/N Reef (19-172),2003,0.331106034276745
Needle Reef (18-037),2003,0.384745747346801
Thimble Shoal (18-038),2003,0.380822931197774
Dip Reef (18-039),2003,0.306059274365714
Arab Reef (18-040),2003,0.418396490678742
Faraday Reef (18-041),2003,0.369086383886066
Roxburgh Reef (18-042),2003,0.453598853099276
Fore And Aft Reef (18-043),2003,0.458560292017495
U/N Reef (18-135),2003,0.233905642347731
U/N Reef (18-136),2003,0.227745734167209
U/N Reef (18-137),2003,0.225080191428115
U/N Reef (18-138),2003,0.398757696356083
U/N Reef (18-139),2003,0.390520608769156
U/N Reef (18-800),2003,0.761758501827173
Bramble Rock Reef (19-001),2003,0.654769278969624
Martin Reef (19-075),2003,0.30112656585135
Showers Reef (19-076),2003,0.301906079826974
U/N Reef (19-077),2003,0.269662709136793
U/N Reef (19-078),2003,0.274302495004349
U/N Reef (19-079),2003,0.279998969408925
U/N Reef (19-080),2003,0.279527152379606
U/N Reef (19-173),2003,0.331416330854968
U/N Reef (19-174),2003,0.33269791437874
U/N Reef (19-175),2003,0.334903809142394
U/N Reef (19-176),2003,0.339943967077041
Crab Reef (19-177),2003,0.33232731038699
U/N Reef (19-178),2003,0.342417751293793
Howse Reef (19-179),2003,0.335711655631757
Westmoreland Reef (18-044),2003,0.433714027340095
Cotton Shoal (18-045),2003,0.353936287368732
Coil Reef (18-046),2003,0.287945487446274
Pelorus (North Palm or Yanooa) Reef (18-048),2003,0.576544347452237
Orpheus (Goolboddi) Island Reef (No 1) (18-049a),2003,0.592277793684745
Herald Island Reef (19-002),2003,0.65478992150068
Rattlesnake Island Reef (19-003),2003,0.661282445174433
Lorne Reef (19-004),2003,0.680351811702082
Paluma Shoals (19-005),2003,0.700051310315885
Orchard Rocks Reef (19-006),2003,0.606103300048988
Ellen Reef (19-081),2003,0.285831305731168
Elizabeth Reef (19-082),2003,0.28460259865919
U/N Reef (19-083),2003,0.287892312121024
U/N Reef (19-084),2003,0.28892299624329
U/N Reef (19-085),2003,0.288222434405479
U/N Reef (19-086),2003,0.285724764800808
U/N Reef (19-087),2003,0.289331659262363
U/N Reef (19-088),2003,0.288982525938604
U/N Reef (19-089),2003,0.28871920172861
Gargoyle Reef (19-180),2003,0.333600176882543
U/N Reef (19-181),2003,0.335069420499088
U/N Reef (19-182),2003,0.335586117562547
U/N Reef (19-183),2003,0.335112260037462
U/N Reef (19-184),2003,0.336588139873214
U/N Reef (19-185),2003,0.336421340059262
U/N Reef (19-186),2003,0.337769773732051
Hewitt Reef (19-187),2003,0.338400918485443
U/N Reef (19-188),2003,0.339219691775175
Orpheus (Goolboddi) Island Reef (No 2) (18-049b),2003,0.599921907890668
Orpheus (Goolboddi) Island Reef (No 3) (18-049c),2003,0.611765507042459
Orpheus (Goolboddi) Island Reef (No 4) (18-049d),2003,0.60317698648573
Orpheus (Goolboddi) Island Reef (No 5) (18-049e),2003,0.585576694250429
Lady Elliot Reef (18-050),2003,0.665631326629219
Pandora Reef (18-051),2003,0.676948899091964
Curacoa (Noogoo) Reef (No 1) (18-052a),2003,0.6019772176878
Cockle Bay Reef (19-009a),2003,0.64543432035747
Magnetic Island Reef (No 1) (19-009b),2003,0.637318406656587
Magnetic Island Reef (No 2) (19-009c),2003,0.627351335599145
Magnetic Island Reef (No 3) (19-009d),2003,0.61037869224276
Magnetic Island Reef (No 4) (19-009e),2003,0.609480107566412
Magnetic Island Reef (No 5) (19-009f),2003,0.607895820294022
U/N Reef (19-090),2003,0.29042632019011
Eulalie Reef (19-091),2003,0.293037642358428
U/N Reef (19-092),2003,0.290322632436623
U/N Reef (19-093),2003,0.291262431343531
U/N Reef (19-094),2003,0.304955101989146
U/N Reef (19-095),2003,0.300776751191864
U/N Reef (19-189),2003,0.339687991584962
U/N Reef (19-190),2003,0.341985490413205
U/N Reef (19-191),2003,0.341853859736468
U/N Reef (19-192),2003,0.341725081433915
U/N Reef (19-193),2003,0.346508381410423
Curacoa (Noogoo) Reef (No 2) (18-052b),2003,0.609360813694798
Fantome (Eumilli) Island Reef (18-053),2003,0.615619321492364
Great Palm Island Reef (No 1) (18-054a),2003,0.611667461899221
Magnetic Island Reef (No 6) (19-009g),2003,0.614356235074861
Magnetic Island Reef (No 7) (19-009h),2003,0.611576106992953
Magnetic Island Reef (No 8) (19-009j),2003,0.624397694352832
U/N Reef (19-010),2003,0.650893884328005
Middle Reef (19-011),2003,0.66083026218123
Virago Shoal (19-012),2003,0.6737610018837
Salamander Reef (19-013),2003,0.587319940138181
Kennedy Reef (19-096),2003,0.298914375256731
Net Reef (19-097),2003,0.302186381133288
U/N Reef (19-194),2003,0.3454149436681
Napier Reef (19-195),2003,0.35128325380775
U/N Reef (19-196),2003,0.346318078057314
Ross Reef (19-197),2003,0.351351593891719
U/N Reef (19-198),2003,0.351222534106977
U/N Reef (19-199),2003,0.353066789508964
Great Palm Island Reef (No 2) (18-054b),2003,0.607959284679999
Great Palm Island Reef (No 3) (18-054c),2003,0.58726195318985
Great Palm Island Reef (No 4) (18-054d),2003,0.579225557057578
Great Palm Island Reef (No 5) (18-054e),2003,0.590271211947514
Great Palm Island Reef (No 6) (18-054f),2003,0.602274071309629
Great Palm Island Reef (No 7) (18-054g),2003,0.59558505503839
Bray Reef (19-016),2003,0.604810068377889
Bald Reef (19-018),2003,0.616089374642148
Bowden Reef (19-019),2003,0.360687702231701
Morinda Shoal (19-020),2003,0.423396933963719
Tink Shoal (19-021),2003,0.427440714448989
Wilson Shoal (19-022),2003,0.406768486878889
Wansfell Reef (19-098),2003,0.302789938275966
Joist Reef (19-099),2003,0.307902165427572
U/N Reef (19-101),2003,0.545632315513752
Camp Reef (19-102),2003,0.534552939163367
Holbourne Island Reef (No 1) (19-103a),2003,0.434655211289193
U/N Reef (19-200),2003,0.358294435807838
U/N Reef (19-201),2003,0.360245514174182
U/N Reef (19-202),2003,0.358910180350312
U/N Reef (19-203),2003,0.3595859387381
Round Reef (19-204),2003,0.371073812372768
Eclipse (Garoogubbee) Reef (18-058),2003,0.630677489630804
Esk (Soopun) Reef (18-059),2003,0.644783463985286
Barber (Boodthean) Reef (18-061),2003,0.59272571621589
