year,reefName,cycImpact
1985,Kagar Reef (99-302),0
1985,Mount Adolphus (Mori) Island Reef (No 1) (99-303a),0
1985,Mount Adolphus (Mori) Island Reef (No 2) (99-303b),0
1985,Mount Adolphus (Mori) Island Reef (No 3) (99-303c),0
1985,U/N Reef (99-499),0
1985,U/N Reef (99-500),0
1985,U/N Reef (99-501),0
1985,U/N Reef (99-503),0
1985,U/N Reef (99-504),0
1985,U/N Reef (99-505),0
1985,Asp Shoals (99-506),0
1985,U/N Reef (99-507),0
1985,U/N Reef (99-508),0
1985,U/N Reef (99-509),0
1985,U/N Reef (99-510),0
1985,U/N Reef (99-511),0
1985,Morilug Reef (99-304),0
1985,Kai-Damun Reef (99-305),0
1985,U/N Reef (99-306),0
1985,Akone Reef (99-311),0
1985,U/N Reef (99-312),0
1985,U/N Reef (99-345),0
1985,U/N Reef (99-346),0
1985,U/N Reef (99-512),0
1985,U/N Reef (99-513),0
1985,U/N Reef (99-514),0
1985,U/N Reef (99-515),0
1985,U/N Reef (99-517),0
1985,U/N Reef (99-518),0
1985,U/N Reef (99-347),0
1985,U/N Reef (99-379),0
1985,U/N Reef (99-380),0
1985,U/N Reef (99-383),0
1985,U/N Reef (99-388),0
1985,U/N Reef (99-393),0
1985,U/N Reef (99-519),0
1985,U/N Reef (99-520),0
1985,U/N Reef (99-521a),0
1985,U/N Reef (99-521b),0
1985,U/N Reef (99-522),0
1985,U/N Reef (99-394),0
1985,U/N Reef (99-395),0
1985,U/N Reef (99-396),0
1985,U/N Reef (99-397),0
1985,U/N Reef (99-398),0
1985,U/N Reef (99-399),0
1985,U/N Reef (99-523),0
1985,U/N Reef (99-524),0
1985,U/N Reef (99-525),0
1985,U/N Reef (99-526),0
1985,U/N Reef (99-527),0
1985,U/N Reef (99-528),0
1985,U/N Reef (99-529),0
1985,U/N Reef (99-400),0
1985,U/N Reef (99-401),0
1985,U/N Reef (99-402),0
1985,U/N Reef (99-403),0
1985,U/N Reef (99-404),0
1985,U/N Reef (99-405),0
1985,Gubmarau Reef (99-406),0
1985,U/N Reef (99-530a),0
1985,U/N Reef (99-530b),0
1985,U/N Reef (99-531),0
1985,U/N Reef (99-532),0
1985,U/N Reef (99-533),0
1985,U/N Reef (99-534),0
1985,U/N Reef (99-535),0
1985,U/N Reef (99-536),0
1985,U/N Reef (99-537),0
1985,U/N Reef (99-408),0
1985,U/N Reef (99-409),0
1985,U/N Reef (99-410),0
1985,U/N Reef (99-411),0
1985,U/N Reef (99-412),0
1985,U/N Reef (99-413),0
1985,U/N Reef (99-414),0
1985,Susur Reef (99-415),0
1985,U/N Reef (99-416),0
1985,U/N Reef (99-417),0
1985,U/N Reef (99-418),0
1985,U/N Reef (99-419),0
1985,U/N Reef (99-420),0
1985,U/N Reef (99-538),0
1985,U/N Reef (99-539),0
1985,U/N Reef (99-540),0
1985,U/N Reef (99-541),0
1985,U/N Reef (99-542),0
1985,U/N Reef (99-543),0
1985,U/N Reef (99-545),0
1985,U/N Reef (99-809),0
1985,U/N Reef (99-421),0
1985,U/N Reef (99-422),0
1985,U/N Reef (99-423),0
1985,U/N Reef (99-424),0
1985,Beresford Shoals (99-425),0
1985,U/N Reef (99-426),0
1985,U/N Reef (99-427),0
1985,U/N Reef (99-428),0
1985,U/N Reef (99-429),0
1985,U/N Reef (99-430),0
1985,U/N Reef (99-431),0
1985,U/N Reef (16-118),0
1985,Passage Islet Reef (20-006),0
1985,U/N Reef (20-016b),0
1985,Middle Banks (11-222a),0
1985,U/N Reef (99-432),0
1985,U/N Reef (99-433),0
1985,U/N Reef (99-434),0
1985,U/N Reef (99-435),0
1985,Au-Masig Reef (99-436),0
1985,U/N Reef (99-437),0
1985,U/N Reef (99-438),0
1985,Alert Patches (99-439),0
1985,U/N Reef (99-440),0
1985,U/N Reef (99-441),0
1985,U/N Reef (99-442),0
1985,U/N Reef (99-443),0
1985,U/N Reef (99-444),0
1985,U/N Reef (99-445),0
1985,U/N Reef (99-446),0
1985,U/N Reef (99-447),0
1985,U/N Reef (99-448),0
1985,U/N Reef (99-449),0
1985,U/N Reef (99-450),0
1985,U/N Reef (99-451),0
1985,U/N Reef (99-452),0
1985,Reeves Shoal (99-453),0
1985,Bungaree Shoals (No 1) (99-455a),0
1985,Bungaree Shoals (No 2) (99-455b),0
1985,Bungaree Shoals (No 3) (99-455c),0
1985,U/N Reef (99-456),0
1985,U/N Reef (99-457),0
1985,U/N Reef (99-458a),0
1985,U/N Reef (99-458b),0
1985,U/N Reef (99-459),0
1985,U/N Reef (99-460),0
1985,Wap Reef (99-461),0
1985,Wilson Island Reef (23-050),0
1985,Wreck Island Reef (23-051),0
1985,U/N Reef (24-003),0
1985,Red Rocks Reef (24-006),0
1985,Delcomyn Reef (22-082),0
1985,Entrance Island Reef (22-083),0
1985,U/N Reef (22-084),0
1985,U/N Reef (22-085),0
1985,Wilson Reef (22-086),0
1985,Earl Banks (22-167),0
1985,Heron Reef (23-052a),0
1985,U/N Reef (23-052b),0
1985,Wistari Reef (23-053),0
1985,Lady Elliot Island Reef (24-008),0
1985,Herald Patches (No 1) (24-009a),0
1985,Herald Patches (No 2) (24-009b),0
1985,Herald Patches (No 3) (24-009c),0
1985,U/N Reef (24-010),0
1985,Porpoise Shoal (24-011),0
1985,Long Shoal (24-012),0
1985,U/N Reef (22-087),0
1985,U/N Reef (22-088a),0
1985,U/N Reef (22-088b),0
1985,U/N Reef (22-089),0
1985,U/N Reef (22-816),0
1985,U/N Reef (22-817),0
1985,Sykes Reef (23-054),0
1985,One Tree Island Reef (23-055a),0
1985,U/N Reef (23-055b),0
1985,U/N Reef (23-055c),0
1985,Rundle Reef (23-056),0
1985,Chesterman Reef (22-090),0
1985,U/N Reef (22-091),0
1985,U/N Reef (22-092),0
1985,Abrahams Reef (22-093),0
1985,Herald No 1 (22-094),0
1985,U/N Reef (22-818),0
1985,U/N Reef (22-819),0
1985,U/N Reef (22-820),0
1985,U/N Reef (22-821),0
1985,U/N Reef (22-822),0
1985,U/N Reef (22-823),0
1985,U/N Reef (22-824),0
1985,U/N Reef (22-825),0
1985,U/N Reef (22-826),0
1985,U/N Reef (22-827),0
1985,Bass Shoals (23-057),0
1985,Keppel Rocks Reef (23-058),0
1985,Curtis Island Reef (No 1) (23-059a),0
1985,Curtis Island Reef (No 2) (23-059b),0
1985,Curtis Island Reef (No 3) (23-059c),0
1985,U/N Reef (22-095),0
1985,U/N Reef (22-096),0
1985,U/N Reef (22-097),0
1985,U/N Reef (22-098),0
1985,U/N Reef (22-828),0
1985,U/N Reef (22-829),0
1985,U/N Reef (22-830),0
1985,U/N Reef (22-831),0
1985,U/N Reef (22-832),0
1985,U/N Reef (22-833),0
1985,U/N Reef (22-834),0
1985,U/N Reef (22-835),0
1985,U/N Reef (22-836),0
1985,U/N Reef (22-837),0
1985,U/N Reef (22-838),0
1985,Curtis Island Reef (No 4) (23-059d),0
1985,Rat Reef (23-060),0
1985,North Point Reef (Facing Island Reef) (23-061a),0
1985,Facing Island Reef (No 2) (23-061b),0
1985,Pearl Ledge (Facing Island Reef No 3) (23-061c),0
1985,Facing Island Reef (No 4) (23-061d),0
1985,Alnwick Reef (22-031),0
1985,Hexham Reef (22-032),0
1985,Danger Reef (22-033),0
1985,Hackie Reef (22-099),0
1985,U/N Reef (22-100),0
1985,U/N Reef (22-101),0
1985,U/N Reef (22-839),0
1985,U/N Reef (22-840),0
1985,U/N Reef (22-841),0
1985,U/N Reef (22-842),0
1985,U/N Reef (22-843),0
1985,U/N Reef (22-844),0
1985,U/N Reef (22-845),0
1985,U/N Reef (22-846),0
1985,U/N Reef (22-848),0
1985,U/N Reef (22-849),0
1985,East Point Ledge (Facing Island Reef) (23-061e),0
1985,Facing Island Reef (No 6) (23-061f),0
1985,Manning Reef (23-062),0
1985,Sable Chief Rocks Reef (23-064),0
1985,East Banks (East) (23-065a),0
1985,East Banks (West) (23-065b),0
1985,Curtis Rock Reef (23-066),0
1985,Seal Rocks Reef (No 1) (23-067a),0
1985,Seal Rocks Reef (No 2) (23-067b),0
1985,Seal Rocks Reef (No 3) (23-067c),0
1985,Otterbourne Reef (22-034),0
1985,Two Round Rocks Reef (22-035),0
1985,Steep Reef (22-036),0
1985,Low Island Reef (22-037),0
1985,Clara Island Reef (22-038),0
1985,Chinaman Reef (22-102),0
1985,Half Moon Reef (22-103),0
1985,Horseshoe Reef (No 1) (22-104a),0
1985,Horseshoe Reef (No 2) (22-104b),0
1985,Horseshoe Reef (No 3) (22-104c),0
1985,U/N Reef (22-850),0
1985,U/N Reef (22-851),0
1985,Conical Rocks Reef (23-001),0
1985,Corroboree (Te-ri-mul) Reef (23-002),0
1985,Erskine Reef (23-068),0
1985,Mast Head Reef (23-069),0
1985,Irving Reef (23-070),0
1985,Donovan Shoal (22-040),0
1985,North Rock Reef (22-041),0
1985,Mumford Reef (22-042),0
1985,White Rocks Reef (22-043),0
1985,Ten Pin Reef (22-044),0
1985,Holt Island Reef (22-045),0
1985,U/N Reef (22-105),0
1985,U/N Reef (22-106),0
1985,U/N Reef (22-107),0
1985,Ron Isbel Reef (22-108),0
1985,Sanctuary Reef (22-109),0
1985,U/N Reef (22-110),0
1985,U/N Reef (22-111),0
1985,U/N Reef (22-112),0
1985,North Keppel (Ko-no-mie) Island Reef (No 1) (23-004a),0
1985,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),0
1985,Pumpkin Reef (23-005),0
1985,Square Rocks Reef (23-006),0
1985,Sloping Reef (23-007),0
1985,Polmaise Reef (23-071),0
1985,Rock Cod Shoal (23-072),0
1985,U/N Reef (23-074a),0
1985,U/N Reef (23-074b),0
1985,U/N Reef (23-074c),0
1985,U/N Reef (23-074d),0
1985,U/N Reef (22-046),0
1985,Ripple Island Reef (No 1) (22-047a),0
1985,Ripple Island Reef (No 2) (22-047b),0
1985,Ripple Island Reef (No 3) (22-047c),0
1985,Harrison Reef (22-048),0
1985,U/N Reef (22-113),0
1985,U/N Reef (22-114),0
1985,U/N Reef (22-115),0
1985,Hook Reef (22-116),0
1985,U/N Reef (22-117),0
1985,U/N Reef (22-118),0
1985,U/N Reef (22-119),0
1985,U/N Reef (22-120),0
1985,Man And Wife (Ban-ka-boo-la-re) Rocks Reef (23-008),0
1985,Miall (Ma-ma-lon-bi) Reef (23-009),0
1985,Middle (Ba-la-ba) Island Reef (23-010),0
1985,Bluff Rock Reef (23-011),0
1985,Great Keppel (Wop-pa) Island Reef (No 1) (23-012a),0
1985,Lamont Reef (23-076),0
1985,Fitzroy Reef (23-077),0
1985,Lingham Reef (22-049),0
1985,Turn Shoal (22-050),0
1985,Collins Reef (22-052),0
1985,Sinker Reef (22-121),0
1985,Junior Reef (22-122),0
1985,U/N Reef (22-123),0
1985,Taiwan Reef (22-124),0
1985,U/N Reef (22-125),0
1985,U/N Reef (22-126),0
1985,Great Keppel (Wop-pa) Island Reef (No 2) (23-012b),0
1985,Great Keppel (Wop-pa) Island Reef (No 3) (23-012c),0
1985,Great Keppel (Wop-pa) Island Reef (No 4) (23-012d),0
1985,Great Keppel (Wop-pa) Island Reef (No 5) (23-012e),0
1985,Llewellyn Reef (23-078),0
1985,Boult Reef (23-079),0
1985,Hoskyn Islands Reef (23-080),0
1985,Leicester Island Reef (No 1) (22-053a),0
1985,Leicester Island Reef (No 2) (22-053b),0
1985,Cape Island Reef (22-054),0
1985,White Shoal (22-055),0
1985,U/N Reef (22-127),0
1985,U/N Reef (22-128),0
1985,U/N Reef (22-129),0
1985,Gater Reef (22-130),0
1985,Sunray Reef (22-131),0
1985,Halfway Island Reef (23-014),0
1985,Humpy (Bur-ye-Bur-ye) Reef (23-016),0
1985,Pelican Island Reef (23-017),0
1985,U/N Reef (23-018),0
1985,Fairfax Islands Reef (23-081),0
1985,Osborn Reef (22-056),0
1985,Blind Reef (22-057),0
1985,Master Rocks Reef (22-058),0
1985,Edward Island Reef (22-060),0
1985,Sun Reef (22-061),0
1985,U/N Reef (22-132),0
1985,Sandshoe Reef (22-133),0
1985,U/N Reef (22-134),0
1985,U/N Reef (22-135),0
1985,U/N Reef (22-136),0
1985,Wedge Island Reef (23-019),0
1985,Mother Macgregor Reef (23-020),0
1985,Round Rock Reef (23-022),0
1985,Divided Reef (23-023),0
1985,Flat Rock Reef (23-024),0
1985,Split Rock Reef (23-025),0
1985,Lady Musgrave Reef (23-082a),0
1985,U/N Reef (23-082b),0
1985,U/N Reef (23-083a),0
1985,U/N Reef (23-083b),0
1985,Farmers Reef (23-084),0
1985,Turtle Island Reef (23-085),0
1985,Swan Reef (22-062),0
1985,Marquis Reef (22-063),0
1985,Bay Island Reef (22-064),0
1985,Round Rock Ledges (22-065),0
1985,U/N Reef (22-137),0
1985,U/N Reef (22-138),0
1985,U/N Reef (22-139),0
1985,Sweetlip Reef (22-140),0
1985,Dicks Reef (22-141),0
1985,Peak Reef (23-026),0
1985,Arch Reef (23-027),0
1985,Girt Reef (23-028),0
1985,Quartz Reef (23-029),0
1985,The Child Reef (23-030),0
1985,Bushy Island Reef (23-086),0
1985,U/N Reef (23-087),0
1985,U/N Reef (23-088a),0
1985,U/N Reef (23-088b),0
1985,U/N Reef (23-089),0
1985,Stuart Shoal (23-090),0
1985,Connor Rock Reef (22-066),0
1985,Akens Reef (22-067),0
1985,U/N Reef (22-068),0
1985,Tweed Reef (22-069),0
1985,U/N Reef (22-142),0
1985,U/N Reef (22-143),0
1985,U/N Reef (22-144),0
1985,Hixson Cay Reef (22-145),0
1985,Twins Reef (West) (22-146a),0
1985,Twins Reef (East) (22-146b),0
1985,Barren (A-rum-mi) (First Lump) Reef (No 1) (23-031a),0
1985,Barren (A-rum-mi) (First Lump) Reef (No 2) (23-031b),0
1985,Egg Reef (23-033),0
1985,Lisa Jane Shoals (23-034),0
1985,Jabiru Shoals (23-035),0
1985,Hummocky Reef (23-036),0
1985,Rothbury Reef (22-070),0
1985,Cheviot Reef (22-071),0
1985,Raynham Reef (22-073),0
1985,Pelican Rock Reef (22-074),0
1985,U/N Reef (22-147a),0
1985,South Hixson Reef (22-147b),0
1985,Howard Patch (No 1) (22-148a),0
1985,Howard Patch (No 2) (22-148b),0
1985,Howard Patch (No 3) (22-148c),0
1985,Ship Rock Reef (23-037),0
1985,Fairway Rock Reef (23-038),0
1985,Timandra Bank (23-039),0
1985,Innamincka Shoal (23-041),0
1985,Haberfield Shoal (23-042a),0
1985,Clara Group Reef (22-075),0
1985,Brown Reef (22-076),0
1985,Triangular Reef (22-077),0
1985,Quoin Reef (22-149),0
1985,Perforated (Peak) Reef (22-152),0
1985,Flat Island Reef (22-153),0
1985,Five Rocks Reef (22-154),0
1985,U/N Reef (22-155),0
1985,Guthrie Shoal (23-042b),0
1985,Johnson Patch (23-043),0
1985,Douglas Shoal (23-044),0
1985,North Reef (North) (23-045a),0
1985,Island Head Reef (22-078),0
1985,Split Island Reef (22-079),0
1985,Dome Reef (22-080),0
1985,U/N Reef (22-081),0
1985,Karamea Bank (22-156),0
1985,Barcoo Bank (22-157),0
1985,Moresby Bank (22-158),0
1985,Edgell Bank (22-159),0
1985,Goodwin Shoal (22-160),0
1985,Archer Shoal (22-161),0
1985,Round Island Reef (22-163),0
1985,North Reef (South) (23-045b),0
1985,Tryon Reef (23-046),0
1985,Brew Shoal (23-047),0
1985,Broomfield Reef (23-048),0
1985,North West Island Reef (23-049),0
1985,Great Detached Reef (No 5) (11-244e),0
1985,Barren (A-rum-mi) (First Lump) Reef (No 3) (23-031c),0
1986,U/N Reef (10-330),0
1986,Harrington Shoal (10-331),0
1986,U/N Reef (10-332),0
1986,U/N Reef (10-333),0
1986,Four Fathom Patches (10-334),0
1986,Harrington Reef (10-335),0
1986,Wyborn Reef (10-336),0
1986,U/N Reef (10-337),0
1986,Womer Reef (10-338),0
1986,Brewis Reef (10-339),0
1986,Turtle Island Reef (10-340),0
1986,Shortland Reef (10-341),0
1986,Trochus Reef (10-342),0
1986,U/N Reef (10-299),0
1986,Ida Reef (10-314),0
1986,Tree Reef (10-316),0
1986,Brush Islet Reef (10-317),0
1986,Albany Island Reef (No 1) (10-318a),0
1986,Albany Island Reef (No 2) (10-318b),0
1986,Albany Island Reef (No 3) (10-318c),0
1986,Albany Island Reef (No 4) (10-318d),0
1986,Mai Reef (10-320),0
1986,Albany Rock Reef (10-321),0
1986,North Brother Reef (10-322),0
1986,Middle Brother Reef (10-323),0
1986,South Brother Reef (10-324),0
1986,North Ledge (10-325),0
1986,Meggi-Damun Reef (10-326),0
1986,South Ledge (10-327),0
1986,Ulfa Reef (10-328),0
1986,Ariel Bank (10-329),0
1986,U/N Reef (10-401),0
1986,U/N Reef (10-402),0
1986,U/N Reef (10-403),0
1986,U/N Reef (10-404),0
1986,U/N Reef (10-405),0
1986,U/N Reef (10-406),0
1986,U/N Reef (10-407a),0
1986,Turtle Head Island Reef (No 1) (10-343a),0
1986,Turtle Head Island Reef (No 2) (10-343b),0
1986,Tern Reef (10-344),0
1986,U/N Reef (10-348),0
1986,U/N Reef (10-349),0
1986,U/N Reef (10-350),0
1986,U/N Reef (10-351),0
1986,U/N Reef (10-352),0
1986,U/N Reef (10-353),0
1986,U/N Reef (10-354),0
1986,U/N Reef (10-355),0
1986,U/N Reef (10-356),0
1986,U/N Reef (10-357),0
1986,U/N Reef (10-358),0
1986,U/N Reef (10-359),0
1986,U/N Reef (10-360),0
1986,U/N Reef (10-361),0
1986,U/N Reef (10-362),0
1986,U/N Reef (10-363),0
1986,U/N Reef (10-364),0
1986,Linda Reef (10-365),0
1986,U/N Reef (10-366),0
1986,U/N Reef (10-367),0
1986,U/N Reef (10-368),0
1986,U/N Reef (10-369),0
1986,U/N Reef (10-370),0
1986,U/N Reef (10-371),0
1986,U/N Reef (10-372),0
1986,U/N Reef (10-373),0
1986,U/N Reef (10-374),0
1986,U/N Reef (10-375a),0
1986,U/N Reef (10-375b),0
1986,U/N Reef (10-376),0
1986,U/N Reef (10-378),0
1986,U/N Reef (10-381),0
1986,U/N Reef (10-382),0
1986,U/N Reef (10-384),0
1986,U/N Reef (10-385),0
1986,U/N Reef (10-386),0
1986,U/N Reef (10-387),0
1986,U/N Reef (10-389),0
1986,U/N Reef (10-390),0
1986,Triangle Reef (10-391),0
1986,U/N Reef (10-392),0
1986,U/N Reef (10-393),0
1986,U/N Reef (10-394),0
1986,U/N Reef (10-395),0
1986,U/N Reef (10-396),0
1986,U/N Reef (10-397),0
1986,U/N Reef (10-398),0
1986,U/N Reef (10-399),0
1986,U/N Reef (10-400),0
1986,U/N Reef (10-426),0
1986,U/N Reef (10-427),0
1986,U/N Reef (10-428a),0
1986,U/N Reef (10-428b),0
1986,U/N Reef (10-429),0
1986,U/N Reef (10-430),0
1986,U/N Reef (10-431),0
1986,U/N Reef (10-432),0
1986,U/N Reef (10-434),0
1986,U/N Reef (10-436),0
1986,U/N Reef (10-437),0
1986,U/N Reef (10-438),0
1986,U/N Reef (10-439),0
1986,U/N Reef (10-440),0
1986,U/N Reef (11-325),0
1986,U/N Reef (10-442),0
1986,U/N Reef (10-443),0
1986,U/N Reef (10-444),0
1986,U/N Reef (10-445),0
1986,U/N Reef (10-800),0
1986,U/N Reef (10-801),0
1986,U/N Reef (10-807),0
1986,U/N Reef (10-407b),0
1986,U/N Reef (10-408),0
1986,U/N Reef (10-409),0
1986,U/N Reef (10-410),0
1986,U/N Reef (10-411),0
1986,U/N Reef (10-411b),0
1986,U/N Reef (10-412),0
1986,U/N Reef (10-413),0
1986,U/N Reef (10-414),0
1986,U/N Reef (10-415),0
1986,U/N Reef (10-416a),0
1986,U/N Reef (10-416b),0
1986,U/N Reef (10-417),0
1986,U/N Reef (10-418a),0
1986,U/N Reef (10-418b),0
1986,U/N Reef (10-419a),0
1986,U/N Reef (10-419b),0
1986,U/N Reef (10-420),0
1986,U/N Reef (10-421),0
1986,U/N Reef (10-422),0
1986,U/N Reef (10-423),0
1986,U/N Reef (10-424),0
1986,U/N Reef (10-425),0
1986,U/N Reef (11-034),0
1986,Arnold Reef (11-001),0
1986,Thomson Islet Reef (11-002),0
1986,U/N Reef (11-003),0
1986,Gilmore Bank (11-004),0
1986,U/N Reef (11-005),0
1986,U/N Reef (11-006),0
1986,U/N Reef (11-007),0
1986,U/N Reef (11-008),0
1986,Bushy Island Reef (11-009),0
1986,Cairncross Islets Reef (11-010),0
1986,U/N Reef (11-011a),0
1986,U/N Reef (11-011b),0
1986,U/N Reef (11-012),0
1986,Halfway Islet Reef (11-013),0
1986,Pearn Reef (11-014),0
1986,U/N Reef (11-015),0
1986,McSweeney Reef (11-016),0
1986,U/N Reef (11-017),0
1986,U/N Reef (11-018),0
1986,U/N Reef (11-019),0
1986,U/N Reef (11-020),0
1986,U/N Reef (11-021),0
1986,U/N Reef (11-022),0
1986,U/N Reef (11-023),0
1986,U/N Reef (11-024),0
1986,U/N Reef (11-025),0
1986,Sinclair Reef (11-026),0
1986,U/N Reef (11-027),0
1986,U/N Reef (11-028),0
1986,Monsoon Reef (11-029),0
1986,U/N Reef (11-030),0
1986,U/N Reef (11-031),0
1986,U/N Reef (11-032),0
1986,U/N Reef (11-033a),0
1986,U/N Reef (11-033b),0
1986,Turning Point Patches (No 2) (11-048b),0
1986,U/N Reef (11-049),0
1986,U/N Reef (11-050),0
1986,U/N Reef (11-051),0
1986,Cholmondeley Reef (11-052),0
1986,Jardine Reef (11-053),0
1986,U/N Reef (11-054),0
1986,Wallace Islet Reef (11-055),0
1986,Milman-Aplin Reef (11-035),0
1986,Parsons Reef (11-036),0
1986,Collette Reef (11-037),0
1986,Douglas Islet Reef (11-038),0
1986,U/N Reef (11-039),0
1986,U/N Reef (11-040),0
1986,U/N Reef (11-041a),0
1986,U/N Reef (11-041b),0
1986,U/N Reef (11-042),0
1986,Onslow Reef (11-043),0
1986,Wilds Shoal (11-044),0
1986,U/N Reef (11-045),0
1986,U/N Reef (11-046),0
1986,U/N Reef (11-047),0
1986,Turning Point Patches (No 1) (11-048a),0
1986,U/N Reef (11-071),0
1986,U/N Reef (11-072),0
1986,U/N Reef (11-073),0
1986,U/N Reef (11-074),0
1986,U/N Reef (11-075),0
1986,U/N Reef (11-076),0
1986,U/N Reef (11-056a),0
1986,U/N Reef (11-056b),0
1986,U/N Reef (11-056c),0
1986,U/N Reef (11-056d),0
1986,Cochin Reef (11-057),0
1986,Parkinson Reef (11-058),0
1986,Monkman Reef (11-059),0
1986,U/N Reef (11-060),0
1986,Little Boydong Reef (11-061),0
1986,Boydong Island Reef (11-062),0
1986,U/N Reef (11-063a),0
1986,U/N Reef (11-063b),0
1986,U/N Reef (11-064),0
1986,U/N Reef (11-065),0
1986,U/N Reef (11-066),0
1986,U/N Reef (11-067),0
1986,U/N Reef (11-068),0
1986,U/N Reef (11-069),0
1986,Maclennan Reef (No 1) (11-070a),0
1986,Maclennan Reef (No 2) (11-070b),0
1986,Maclennan Reef (No 3) (11-070c),0
1986,Indefatigable Reef (11-103),0
1986,U/N Reef (11-104),0
1986,U/N Reef (11-105),0
1986,U/N Reef (11-107),0
1986,U/N Reef (11-108),0
1986,U/N Reef (11-109a),0
1986,U/N Reef (11-109b),0
1986,U/N Reef (11-110),0
1986,U/N Reef (11-111),0
1986,U/N Reef (11-112),0
1986,U/N Reef (11-113),0
1986,U/N Reef (11-114),0
1986,U/N Reef (11-115),0
1986,U/N Reef (11-116),0
1986,U/N Reef (11-117),0
1986,U/N Reef (11-118a),0
1986,U/N Reef (11-118b),0
1986,U/N Reef (11-119),0
1986,U/N Reef (11-077),0
1986,U/N Reef (11-078),0
1986,U/N Reef (11-079),0
1986,U/N Reef (11-080),0
1986,U/N Reef (11-081),0
1986,U/N Reef (11-082),0
1986,U/N Reef (11-083),0
1986,U/N Reef (11-084),0
1986,U/N Reef (11-085),0
1986,U/N Reef (11-087a),0
1986,U/N Reef (11-087b),0
1986,U/N Reef (11-088),0
1986,U/N Reef (11-089a),0
1986,U/N Reef (11-089b),0
1986,U/N Reef (11-090),0
1986,U/N Reef (11-091),0
1986,U/N Reef (11-092),0
1986,U/N Reef (11-093),0
1986,U/N Reef (11-094),0
1986,U/N Reef (11-095),0
1986,U/N Reef (11-096),0
1986,U/N Reef (11-097),0
1986,Risk Reef (11-098),0
1986,U/N Reef (11-099),0
1986,Shadwell Reef (11-100),0
1986,U/N Reef (11-101),0
1986,U/N Reef (11-102),0
1986,U/N Reef (11-157),0
1986,U/N Reef (11-158),0
1986,U/N Reef (11-120),0
1986,U/N Reef (11-121),0
1986,U/N Reef (11-122),0
1986,U/N Reef (11-123),0
1986,U/N Reef (11-124),0
1986,Stark Reef (11-125),0
1986,U/N Reef (11-126a),0
1986,U/N Reef (11-126b),0
1986,U/N Reef (11-127a),0
1986,U/N Reef (11-127b),0
1986,U/N Reef (11-128),0
1986,U/N Reef (11-129),0
1986,Moulter Reef (11-130),0
1986,Saunders Reef (11-131),0
1986,Hunter Reefs (11-132),0
1986,U/N Reef (11-133),0
1986,Pirie Reef (11-134),0
1986,U/N Reef (11-135),0
1986,Hannibal Islands Reef (11-136),0
1986,U/N Reef (11-137),0
1986,MacArthur Islands Reef (11-138),0
1986,U/N Reef (11-139),0
1986,U/N Reef (11-140),0
1986,U/N Reef (11-141),0
1986,U/N Reef (11-142),0
1986,U/N Reef (11-143),0
1986,U/N Reef (11-144),0
1986,U/N Reef (11-145),0
1986,Nigger Head Reef (11-146),0
1986,U/N Reef (11-147),0
1986,U/N Reef (11-148),0
1986,U/N Reef (11-149),0
1986,U/N Reef (11-150),0
1986,U/N Reef (11-151),0
1986,U/N Reef (11-152),0
1986,U/N Reef (11-153),0
1986,U/N Reef (11-154),0
1986,U/N Reef (11-155),0
1986,Wizard Reef (11-156),0
1986,Bird Islands Reef (South) (11-169),0
1986,Chimmo Shoal (11-170),0
1986,Guthray Reef (11-171),0
1986,U/N Reef (11-172),0
1986,Cockburn Reef (11-173),0
1986,Magra Reef (11-174),0
1986,U/N Reef (11-175),0
1986,Rodney Reef (11-176),0
1986,U/N Reef (11-177),0
1986,Cockburn Patch (11-178),0
1986,Erlangen Patch (11-179),0
1986,Paluma Shoal (11-180),0
1986,U/N Reef (11-159),0
1986,U/N Reef (11-160),0
1986,Viking Reef (11-161),0
1986,U/N Reef (11-162),0
1986,U/N Reef (11-163),0
1986,U/N Reef (11-164),0
1986,Thrush Reef (11-165),0
1986,Forwood Reef (11-166),0
1986,Bird Islands Reef (North) (11-167),0
1986,Fairway Reef (11-168),0
1986,Three Reefs (11-223),0
1986,U/N Reef (11-224),0
1986,U/N Reef (11-225),0
1986,U/N Reef (11-226),0
1986,U/N Reef (11-227),0
1986,Wood Reef (11-228),0
1986,Sunday Reef (11-181),0
1986,Bremner Shoal (11-182),0
1986,Outer Reef (11-183),0
1986,Queue Reef (11-184a),0
1986,Wreck Reef (11-184b),0
1986,Sir Charles Hardy Islands Reef (11-184c),0
1986,Nob Reef (11-185),0
1986,U/N Reef (11-186),0
1986,Harvey Reef (11-187),0
1986,Clerke Reef (11-188),0
1986,Perry Reef (11-189),0
1986,Cape Grenville Reef (No 1) (11-190a),0
1986,Cape Grenville Reef (No 2) (11-190b),0
1986,Cape Grenville Reef (No 3) (11-190c),0
1986,Hicks Reef (11-191),0
1986,Middle Reef (11-192),0
1986,Twin Reefs (North) (11-193a),0
1986,Twin Reefs (South) (11-193b),0
1986,Gore Reef (11-194),0
1986,South Reef (11-195),0
1986,U/N Reef (11-196),0
1986,U/N Reef (11-197),0
1986,Siddons Reef (11-200),0
1986,U/N Reef (11-201),0
1986,U/N Reef (11-202),0
1986,U/N Reef (11-203),0
1986,U/N Reef (11-204),0
1986,U/N Reef (11-205),0
1986,U/N Reef (11-206),0
1986,U/N Reef (11-207),0
